キャラクター,タイトル,
コニャック (Cognac),王ドロボウJING,
ウォッカ (Vodka),王ドロボウJING,
シードル (Cidre),王ドロボウJING,
老女,王ドロボウJING,
鳥,王ドロボウJING,
ロゼ (Rose),王ドロボウJING,
ゾンビ,王ドロボウJING,
錨,王ドロボウJING,
鎖錨孔,王ドロボウJING,
グラッパ (Grappa),王ドロボウJING,
ミラベル (Mirabelle),王ドロボウJING,
ヴァン・ムスー (Vin Mousseux),王ドロボウJING,
シェリー (Sherry),王ドロボウJING,
船長,王ドロボウJING,
クロックダイル,王ドロボウJING,
エッグノッグ団,王ドロボウJING,
イザラ・タンブラー (Izarra Tumbler),王ドロボウJING,
ゴブレット (Goblet),王ドロボウJING,
ベルモット (Vermouth),王ドロボウJING,
キング・コアントロー (King Cointreau),王ドロボウJING,
ペルノー (Pernod),王ドロボウJING,
キナ・リレー (China Lilet),王ドロボウJING,
ベネディクティン (Benedictine),王ドロボウJING,
カンパリ (Campari),王ドロボウJING,
マラスキーノ (Maraschino),王ドロボウJING,
カシス (Cassis),王ドロボウJING,
ミント (Mint),王ドロボウJING,
クローブ (Clove),王ドロボウJING,
ポム (Pomme),王ドロボウJING,
ステア (Stir),王ドロボウJING,
デュボネ (Dubonnet),王ドロボウJING,
老アンゴスチュラ (Angostura),王ドロボウJING,
若アンゴスチュラ (Angostura),王ドロボウJING,
ギンジョウ (Ginjou),王ドロボウJING,
アイス兄弟 (Ice Bros),王ドロボウJING,
日出処の戦士 (Rising Son),王ドロボウJING,
キルシュ (Kirsch),王ドロボウJING,
ペスカ (Pesca),王ドロボウJING,
アラク (Arak),王ドロボウJING,
フィノ・クォート (Fino Quart),王ドロボウJING,
ラム (Rum),王ドロボウJING,
ドランブイ (Drambuie),王ドロボウJING,
ドクトル・シュペートレーセ (Spatlese),王ドロボウJING,
ヴァン・クォート (Vin Quart),王ドロボウJING,
ミモザ (Mimosa),王ドロボウJING,
ルシアン (Russian),王ドロボウJING,
エリクシル (Elixir),王ドロボウJING,
スタウト親子(Stout),王ドロボウJING,
王ドロボウ,王ドロボウJING,
ドロボウの都,王ドロボウJING,
ダブルマーメイド,王ドロボウJING,
アドニス,王ドロボウJING,
時計仕掛けのブドウ,王ドロボウJING,
ポルヴォーラ,王ドロボウJING,
リヴァイヴァ,王ドロボウJING,
第七監獄（セブンス・ヘブン）,王ドロボウJING,
ザザ,王ドロボウJING,
マスコリーダ,王ドロボウJING,
ポンピエ,王ドロボウJING,
藤岡 ハルヒ（ふじおか ハルヒ）,桜蘭高校ホスト部,4
須王 環（すおう たまき）（フランス名：ルネ・環・リシャール・ド・グランテーヌ）,桜蘭高校ホスト部,
鳳 鏡夜（おおとり きょうや）,桜蘭高校ホスト部,
常陸院ブラザーズ（ひたちいんブラザーズ）,桜蘭高校ホスト部,
常陸院 光（ひたちいん ひかる）,桜蘭高校ホスト部,
常陸院 馨（ひたちいん かおる）,桜蘭高校ホスト部,
埴之塚 光邦（はにのづか みつくに）,桜蘭高校ホスト部,
銛之塚 崇（もりのづか たかし）,桜蘭高校ホスト部,
藤岡 涼二（ふじおか りょうじ）・蘭花（らんか）,桜蘭高校ホスト部,
藤岡 琴子（ふじおか ことこ）,桜蘭高校ホスト部,
須王 譲（すおう ゆずる）,桜蘭高校ホスト部,
須王 静江（すおう しずえ）,桜蘭高校ホスト部,
鳳 敬雄（おおとり たかお）,桜蘭高校ホスト部,
鳳 悠一（おおとり ゆういち）,桜蘭高校ホスト部,
鳳 秋人（おおとり あきと）,桜蘭高校ホスト部,
常陸院 和葉（ひたちいん かずは）,桜蘭高校ホスト部,
常陸院 柚葉（ひたちいん ゆずは）,桜蘭高校ホスト部,
常陸院 隼（ひたちいん はやと）,桜蘭高校ホスト部,
埴之塚 頼久（はにのづか よりひさ）,桜蘭高校ホスト部,
埴之塚 靖睦（はにのづか やすちか）,桜蘭高校ホスト部,
銛之塚 彰（もりのづか あきら）,桜蘭高校ホスト部,
銛之塚 悟（もりのづか さとし）,桜蘭高校ホスト部,
アンヌ＝ソフィー,桜蘭高校ホスト部,
矢道 芙裕美（しどう ふゆみ）,桜蘭高校ホスト部,
綾小路（あやのこうじ）,桜蘭高校ホスト部,
宝積寺 れんげ（ほうしゃくじ れんげ）,桜蘭高校ホスト部,
猫澤 梅人（ねこざわ うめひと）,桜蘭高校ホスト部,
猫澤 霧美（ねこざわ きりみ）,桜蘭高校ホスト部,
伽名月 麗子（かなづき れいこ）,桜蘭高校ホスト部,
城之内 綾女（じょうのうち あやめ）,桜蘭高校ホスト部,
九瀬 猛（くぜ たけし）,桜蘭高校ホスト部,
満山 香南（みつやま かなん）,桜蘭高校ホスト部,
相賀 和清（そうが かずきよ）,桜蘭高校ホスト部,
笠野田 律（かさのだ りつ）,桜蘭高校ホスト部,
鷹凰子 嗣郎（たかおうじ しろう）,桜蘭高校ホスト部,
神城 雛（かみしろ ひな）,桜蘭高校ホスト部,
春日崎 奏子（かすがざき かなこ）,桜蘭高校ホスト部,
珠洲島 亨（すずしま とおる）,桜蘭高校ホスト部,
小松澤 明（こまつざわ あきら）,桜蘭高校ホスト部,
右京 千影（うきょう ちかげ）,桜蘭高校ホスト部,
左京 智親（さきょう ともちか）,桜蘭高校ホスト部,
鹿谷 愛（かのや めぐみ）,桜蘭高校ホスト部,
松平 利頼（まつだいら としより）,桜蘭高校ホスト部,
ホスト部常連客（一部）,桜蘭高校ホスト部,
倉賀野 百華（くらかの ももか）,桜蘭高校ホスト部,
桜塚 希美子（さくらづか きみこ）,桜蘭高校ホスト部,
風間 善之助（かざま ぜんのすけ）,桜蘭高校ホスト部,
白百合の会・ヅカ部,桜蘭高校ホスト部,
天草 紅緒（あまくさ べにお）,桜蘭高校ホスト部,
舞原 千鶴（まいはら ちづる）,桜蘭高校ホスト部,
石蕗 雛子（つわぶき ひなこ）,桜蘭高校ホスト部,
園田 功（そのだ いさお） / 美鈴（みすず）,桜蘭高校ホスト部,
安村 メイ（やすむら メイ）,桜蘭高校ホスト部,
千堂 鉄也（せんどう てつや）,桜蘭高校ホスト部,
ミシェル,桜蘭高校ホスト部,
前園 シマ（まえぞの シマ）,桜蘭高校ホスト部,
野武（やぶ）,桜蘭高校ホスト部,
荒井（あらい）,桜蘭高校ホスト部,
メイドA・B（名前は不明）,桜蘭高校ホスト部,
世話係（名前は不明）,桜蘭高校ホスト部,
くれ竹（くれたけ）,桜蘭高校ホスト部,
角松（かどまつ）,桜蘭高校ホスト部,
橘 誠三郎（たちばな せいざぶろう）,桜蘭高校ホスト部,
相島（あいじま）,桜蘭高校ホスト部,
堀田（ほった）,桜蘭高校ホスト部,
鳳家プライベートポリス,桜蘭高校ホスト部,
高坂 由布子（こうさか ゆうこ）,桜蘭高校ホスト部,
進藤くん（しんどう）,桜蘭高校ホスト部,
エクレール・トネール,桜蘭高校ホスト部,
サル,桜蘭高校ホスト部,
藤岡 ハルヒ,桜蘭高校ホスト部,
須王 環,桜蘭高校ホスト部,
鳳 鏡夜,桜蘭高校ホスト部,
常陸院 光,桜蘭高校ホスト部,
常陸院 馨,桜蘭高校ホスト部,
埴之塚 光邦,桜蘭高校ホスト部,
銛之塚 崇,桜蘭高校ホスト部,
猫澤 梅人,桜蘭高校ホスト部,
伽名月 麗子,桜蘭高校ホスト部,
東條 千春,桜蘭高校ホスト部,
西條 夏樹,桜蘭高校ホスト部,
南條 秋奈,桜蘭高校ホスト部,
倉賀野 百華,桜蘭高校ホスト部,
桜塚 希美子,桜蘭高校ホスト部,
常連客,桜蘭高校ホスト部,
藤岡 琴子（他界 写真 / 回想）,桜蘭高校ホスト部,
綾小路 聖香,桜蘭高校ホスト部,
野武,桜蘭高校ホスト部,
女医,桜蘭高校ホスト部,
医者,桜蘭高校ホスト部,
おかっぱ看護師,桜蘭高校ホスト部,
看護師,桜蘭高校ホスト部,
城之内 綾女,桜蘭高校ホスト部,
中等部3年時の先生（回想）,桜蘭高校ホスト部,
宝積寺 れんげ,桜蘭高校ホスト部,
宝積寺 渉,桜蘭高校ホスト部,
理事長秘書,桜蘭高校ホスト部,
桜蘭学院男子生徒,桜蘭高校ホスト部,
チャラいナンパ男,桜蘭高校ホスト部,
私立桜蘭学院高等部教頭,桜蘭高校ホスト部,
女子生徒,桜蘭高校ホスト部,
藤岡 涼二 / 蘭花,桜蘭高校ホスト部,
幼い女の子,桜蘭高校ホスト部,
須王 譲,桜蘭高校ホスト部,
猫澤 霧美,桜蘭高校ホスト部,
呉竹,桜蘭高校ホスト部,
須王 静江,桜蘭高校ホスト部,
荒井,桜蘭高校ホスト部,
小松澤 明,桜蘭高校ホスト部,
右京 あかり,桜蘭高校ホスト部,
レスリング部主将,桜蘭高校ホスト部,
鳳 敬雄,桜蘭高校ホスト部,
鳳 悠一,桜蘭高校ホスト部,
鳳 秋人,桜蘭高校ホスト部,
ジャン・ピエール・レオ,桜蘭高校ホスト部,
王龍（ワン ロン）,桜蘭高校ホスト部,
豪徳寺由綱（ごうとくじ よしつな）,桜蘭高校ホスト部,
姫宮小百合（ひめみや さゆり）,桜蘭高校ホスト部,
坂本竜馬,お～い!竜馬,
武市半平太（武市瑞山）,お～い!竜馬,
岡田以蔵,お～い!竜馬,
坂本乙女,お～い!竜馬,
おりょう（楢崎竜）,お～い!竜馬,
坂本八平,お～い!竜馬,
坂本権平,お～い!竜馬,
坂本栄,お～い!竜馬,
坂本千鶴,お～い!竜馬,
坂本春猪,お～い!竜馬,
岡上新輔,お～い!竜馬,
源爺,お～い!竜馬,
坂本幸,お～い!竜馬,
坂本伊予,お～い!竜馬,
中岡慎太郎,お～い!竜馬,
山本琢磨（沢辺琢磨）,お～い!竜馬,
吉村寅太郎,お～い!竜馬,
那須信吾,お～い!竜馬,
安岡嘉助,お～い!竜馬,
大石団蔵,お～い!竜馬,
望月亀弥太,お～い!竜馬,
北添佶摩,お～い!竜馬,
清岡道之助,お～い!竜馬,
田中顕助（田中光顕）,お～い!竜馬,
池田寅之進,お～い!竜馬,
忠一郎,お～い!竜馬,
平井収二郎 / 間崎哲馬 / 弘瀬健太,お～い!竜馬,
日根野弁治,お～い!竜馬,
武市富,お～い!竜馬,
後藤象二郎,お～い!竜馬,
乾退助（板垣退助）,お～い!竜馬,
福岡藤次（福岡孝弟）,お～い!竜馬,
山田広衛,お～い!竜馬,
松井繁斎,お～い!竜馬,
佐々木三四郎（佐々木高行）,お～い!竜馬,
吉田東洋,お～い!竜馬,
佐々木加代,お～い!竜馬,
山内容堂,お～い!竜馬,
岩崎弥太郎,お～い!竜馬,
中浜万次郎（ジョン万次郎）,お～い!竜馬,
河田小竜,お～い!竜馬,
櫂,お～い!竜馬,
勝海舟,お～い!竜馬,
大久保一翁,お～い!竜馬,
徳川家茂,お～い!竜馬,
一橋慶喜（徳川慶喜）,お～い!竜馬,
千葉定吉,お～い!竜馬,
千葉重太郎,お～い!竜馬,
千葉さな子,お～い!竜馬,
松平春嶽,お～い!竜馬,
永井尚志,お～い!竜馬,
近藤勇,お～い!竜馬,
土方歳三,お～い!竜馬,
沖田総司,お～い!竜馬,
藤堂平助,お～い!竜馬,
山南敬助,お～い!竜馬,
芹沢鴨,お～い!竜馬,
佐々木只三郎,お～い!竜馬,
西郷吉之助（西郷隆盛）,お～い!竜馬,
大久保一蔵（大久保利通）,お～い!竜馬,
小松帯刀,お～い!竜馬,
中村半次郎（桐野利秋）,お～い!竜馬,
五代才助（五代友厚）,お～い!竜馬,
田中新兵衛,お～い!竜馬,
島津久光,お～い!竜馬,
吉田松陰,お～い!竜馬,
桂小五郎（木戸孝允）,お～い!竜馬,
高杉晋作,お～い!竜馬,
伊藤俊輔（伊藤博文）,お～い!竜馬,
久坂玄瑞,お～い!竜馬,
井上聞多（井上馨）,お～い!竜馬,
山縣狂介（山縣有朋）,お～い!竜馬,
吉田稔麿,お～い!竜馬,
三吉慎蔵,お～い!竜馬,
おうの,お～い!竜馬,
村田蔵六（大村益次郎）,お～い!竜馬,
来島又兵衛,お～い!竜馬,
広沢真臣,お～い!竜馬,
近藤長次郎,お～い!竜馬,
沢村惣之丞,お～い!竜馬,
岡本健三郎,お～い!竜馬,
陸奥陽之助（陸奥宗光）,お～い!竜馬,
池内蔵太,お～い!竜馬,
長岡謙吉,お～い!竜馬,
高松太郎,お～い!竜馬,
小曽根英四郎,お～い!竜馬,
ジョン・エリック,お～い!竜馬,
マーガレット・エリック,お～い!竜馬,
平助,お～い!竜馬,
姉小路公知,お～い!竜馬,
岩倉具視,お～い!竜馬,
清河八郎,お～い!竜馬,
三岡八郎（由利公正）,お～い!竜馬,
トーマス・ブレーク・グラバー,お～い!竜馬,
お登勢,お～い!竜馬,
佐久間象山,お～い!竜馬,
宮部鼎蔵,お～い!竜馬,
河上彦斎,お～い!竜馬,4
おたね,お～い!竜馬,
藤吉,お～い!竜馬,
おたる,お～い!竜馬,
朱亥,お～い!竜馬,
中国人少年,お～い!竜馬,
アメリカ人少女,お～い!竜馬,
大和田獏,お～い!竜馬,
玉屋清吉（たまや せいきち）,大江戸ロケット,4
ソラ,大江戸ロケット,
錠前屋の銀次郎（じょうまえやのぎんじろう）,大江戸ロケット,
おぬい,大江戸ロケット,
算学の俊平（さんがくのしゅんぺい）,大江戸ロケット,
鳥居耀蔵（とりい ようぞう）,大江戸ロケット,
隅のご隠居（すみのごいんきょ）,大江戸ロケット,
火縄の鉄十（ひなわのてつじゅう）,大江戸ロケット,
赤井西之介（あかい にしのすけ）,大江戸ロケット,
白濱屋お伊勢（しらはまや おいせ）,大江戸ロケット,
仇花亭天鳳（あだばなてい てんほう）,大江戸ロケット,
曲芸の天天（きょくげいのてんてん）,大江戸ロケット,
仕掛けの新佐（しかけのしんざ）,大江戸ロケット,
大工の三太（だいくのさんた）,大江戸ロケット,
秤屋源蔵（はかりや げんぞう）,大江戸ロケット,
瓦屋の六兵衛（かわらやのろくべえ）,大江戸ロケット,
傘貼の藤（かさはりのふじ）,大江戸ロケット,
黒衣衆・耳（くろぎぬしゅう・みみ）,大江戸ロケット,
黒衣衆・腕（くろぎぬしゅう・かいな）,大江戸ロケット,
黒衣衆・眼（くろぎぬしゅう・まなこ）,大江戸ロケット,
黒衣衆・踵（くろぎぬしゅう・かかと）,大江戸ロケット,
青の獣（あおのけもの）,大江戸ロケット,
白の獣（しろのけもの）,大江戸ロケット,
ご隠居ガールズ（ごいんきょガールズ）,大江戸ロケット,
ご隠居ガールズ,大江戸ロケット,
玉屋清吉,大江戸ロケット,
銀次郎,大江戸ロケット,
お伊勢,大江戸ロケット,
駿平,大江戸ロケット,
赤井西之介,大江戸ロケット,
青い獣 / 青い女,大江戸ロケット,
天鳳,大江戸ロケット,
天天,大江戸ロケット,
鉄十,大江戸ロケット,
新佐,大江戸ロケット,
三太,大江戸ロケット,
六兵衛,大江戸ロケット,
六兵衛の妻,大江戸ロケット,
源蔵,大江戸ロケット,
源蔵ママ,大江戸ロケット,
鳥居耀蔵,大江戸ロケット,
おりく,大江戸ロケット,
ご隠居,大江戸ロケット,
眼,大江戸ロケット,
耳,大江戸ロケット,
腕,大江戸ロケット,
膝,大江戸ロケット,
踵,大江戸ロケット,
踝,大江戸ロケット,
美作天兵衛,大江戸ロケット,
遠山金四郎（遠山の金さん）,大江戸ロケット,
水野忠邦,大江戸ロケット,
九澄 博士（くずみ ひろし）,おおかみかくし,4
櫛名田 眠（くしなだ ねむる）,おおかみかくし,
摘花 五十鈴（つむはな いすず）,おおかみかくし,
朝霧 かなめ（あさぎり かなめ）,おおかみかくし,
九澄 マナ（くずみ マナ）,おおかみかくし,
真那 香織（まな かおり）,おおかみかくし,
新珠 三重子（しんじゅ みえこ）,おおかみかくし,
賢木 儁一郎（さかき しゅんいちろう）,おおかみかくし,
九澄 正明（くずみ まさあき）,おおかみかくし,
摘花 一誠（つむはな いっせい）,おおかみかくし,
石我木 まさみ（いしがき まさみ）,おおかみかくし,
櫛名田 重次（くしなだ しげつぐ）,おおかみかくし,
鷲羽 美幸（わしう みゆき）,おおかみかくし,
櫛名田 重三（くしなだ じゅうぞう）,おおかみかくし,
小笠原 宗義（おがさわら むねよし）,おおかみかくし,
葛西 鋭二（かさい えいじ）,おおかみかくし,
謎の少女,おおかみかくし,
四方田 唯（よもだ ゆい）,おおかみかくし,
兄貴,おおかみかくし,
サブ,おおかみかくし,
森野 亮士（もりの りょうし）,オオカミさんと七人の仲間たち,4
大神 涼子（おおかみ りょうこ）,オオカミさんと七人の仲間たち,
赤井 林檎（あかい りんご）,オオカミさんと七人の仲間たち,
桐木 リスト（きりき リスト）,オオカミさんと七人の仲間たち,
桐木 アリス（きりき アリス）,オオカミさんと七人の仲間たち,
鶴ヶ谷 おつう（つるがや おつう）,オオカミさんと七人の仲間たち,
マジョーリカ・ル・フェイ,オオカミさんと七人の仲間たち,
浦島 太郎（うらしま たろう）,オオカミさんと七人の仲間たち,
竜宮 乙姫（りゅうぐう おとひめ）,オオカミさんと七人の仲間たち,
荒神 洋燈（あらがみ らんぷ）,オオカミさんと七人の仲間たち,
白馬 王子（はくば おうじ）,オオカミさんと七人の仲間たち,
灰原 かかり（はいばら かかり）,オオカミさんと七人の仲間たち,
大路 明弘（おおじ あきひろ）,オオカミさんと七人の仲間たち,
吉備津 桃子（きびつ ももこ）,オオカミさんと七人の仲間たち,
犬塚（いぬづか）,オオカミさんと七人の仲間たち,
猿渡（さるわたり）,オオカミさんと七人の仲間たち,
雉野（きじの）,オオカミさんと七人の仲間たち,
宇佐見 美々（うさみ みみ）,オオカミさんと七人の仲間たち,
下桐 すずめ（したきり すずめ）,オオカミさんと七人の仲間たち,
地蔵 亜美（じぞう あみ）,オオカミさんと七人の仲間たち,
花咲 仁（はなさき じん）,オオカミさんと七人の仲間たち,
豚田三兄弟（とんださんきょうだい）,オオカミさんと七人の仲間たち,
ヘンゼル & グレーテル,オオカミさんと七人の仲間たち,
白雪 姫乃（しらゆき ひめの）,オオカミさんと七人の仲間たち,
ジャック,オオカミさんと七人の仲間たち,
火村 真知子（ひむら まちこ）,オオカミさんと七人の仲間たち,
木崎 まとい（きざき まとい）,オオカミさんと七人の仲間たち,
猫宮 三郎（ねこみや さぶろう）,オオカミさんと七人の仲間たち,
田貫 まこと（たぬき まこと）,オオカミさんと七人の仲間たち,
白鳥 真昼（しらとり まひる）,オオカミさんと七人の仲間たち,
羊飼 士狼（ひつじかい しろう）,オオカミさんと七人の仲間たち,
三国 麗狐（みくに れいこ）,オオカミさんと七人の仲間たち,
鮫島（さめじま）、鬼塚（おにづか）、真王（まおう）,オオカミさんと七人の仲間たち,
ボス,オオカミさんと七人の仲間たち,
中田 一郎（なかた いちろう）,オオカミさんと七人の仲間たち,
熊田（くまだ）,オオカミさんと七人の仲間たち,
エリザベス&フランソワ,オオカミさんと七人の仲間たち,
よひょう（漢字不明）,オオカミさんと七人の仲間たち,
金太郎（きんたろう）,オオカミさんと七人の仲間たち,
村野 雪女（むらの ゆきめ）,オオカミさんと七人の仲間たち,
村野 若人（むらの わかと）,オオカミさんと七人の仲間たち,
北村 風男（きたむら かぜお）,オオカミさんと七人の仲間たち,
根角 忠太郎（ねずみ ちゅうたろう）,オオカミさんと七人の仲間たち,
初華（ういか）,オオカミさんと七人の仲間たち,
ハーメル,オオカミさんと七人の仲間たち,
御伽花市（おとぎばなし）,オオカミさんと七人の仲間たち,
御伽銀行（おとぎぎんこう）,オオカミさんと七人の仲間たち,
