キャラクター,タイトル,
菊代（きくよ）,ガールズ&パンツァー,
百足組（ムカデさんチーム）,ガールズ&パンツァー,
鶴姫 しずか（つるき しずか）,ガールズ&パンツァー,
松風 鈴（まつかぜ りん）,ガールズ&パンツァー,
遠藤 はるか（えんどう はるか）,ガールズ&パンツァー,
ヤイカ,ガールズ&パンツァー,
ウシュカ,ガールズ&パンツァー,
ピエロギ,ガールズ&パンツァー,
アリサ,ガールズ&パンツァー,
アスパラガス,ガールズ&パンツァー,
ムール,ガールズ&パンツァー,
ボルドー,ガールズ&パンツァー,
マリー・安藤・押田,ガールズ&パンツァー,
ルノーZT、ZT2（英語版）,ガールズ&パンツァー,
アンチョビ,ガールズ&パンツァー,
アウンさん,ガールズ&パンツァー,
西住 みほ,ガールズ&パンツァー,
ニーナ,ガールズ&パンツァー,
アリーナ,ガールズ&パンツァー,
礼儀正しい少女たち,ガールズ&パンツァー,
カチューシャ,ガールズ&パンツァー,
ノンナ,ガールズ&パンツァー,
クラーラ,ガールズ&パンツァー,
シュバルツバルト戦闘団（シュバルツバルト・カンプグルッペ）,ガールズ&パンツァー,
西住 まほ,ガールズ&パンツァー,
赤星 小梅,ガールズ&パンツァー,
摩或 レン,ガールズ&パンツァー,
夏海,ガールズ&パンツァー,
チンディット,ガールズ&パンツァー,
オレンジペコ,ガールズ&パンツァー,
ローズヒップ,ガールズ&パンツァー,
ダージリン,ガールズ&パンツァー,
アッサム,ガールズ&パンツァー,
ルクリリ,ガールズ&パンツァー,
西 絹代,ガールズ&パンツァー,
福田,ガールズ&パンツァー,
玉田・細見,ガールズ&パンツァー,
トラウト,ガールズ&パンツァー,
アンバー、オレオ,ガールズ&パンツァー,
ケバブハイスクール,ガールズ&パンツァー,
ボスポラス,ガールズ&パンツァー,
キリマンジァロ,ガールズ&パンツァー,
カフカ,ガールズ&パンツァー,
セムラ,ガールズ&パンツァー,
鬼チーム,ガールズ&パンツァー,
古代零（こだい れい）,ガールズ&パンツァー,
佐伯薫（さえき かおる）,ガールズ&パンツァー,
滝沢聖（たきざわ せい）,ガールズ&パンツァー,
西住しほ,ガールズ&パンツァー,
島田千代,ガールズ&パンツァー,
マジノ女学院,ガールズ&パンツァー,
エクレール,ガールズ&パンツァー,
フォンデュ,ガールズ&パンツァー,
ガレット,ガールズ&パンツァー,
カリソン,ガールズ&パンツァー,
マドレーヌ,ガールズ&パンツァー,
ルノー FT-17改,ガールズ&パンツァー,
ベルウォール学園,ガールズ&パンツァー,
中須賀 エミ（なかすが エミ）,ガールズ&パンツァー,
柚本 瞳（ゆずもと ひとみ）,ガールズ&パンツァー,
喜多 椛代（きた かばよ）,ガールズ&パンツァー,
鷹見 優（たかみ ゆう）,ガールズ&パンツァー,
白鳥 渚（しらとり なぎさ）,ガールズ&パンツァー,
山守 音子（やまもり ねこ）,ガールズ&パンツァー,
土居 千冬（どい ちふゆ）,ガールズ&パンツァー,
柏葉（かしわば）姉妹,ガールズ&パンツァー,
西呉王子（にしくれおうじ）グローナ学園,ガールズ&パンツァー,
キリマンジャロ / 白鳥 霧（しらとり きり）,ガールズ&パンツァー,
義永 仁子（よしなが じんこ）,ガールズ&パンツァー,
逸見 エリカ,ガールズ&パンツァー,
ツェスカ,ガールズ&パンツァー,
遊佐 千紘（ゆさ ちひろ）,ガールズ&パンツァー,
井手上 菊代（いでがみ きくよ）,ガールズ&パンツァー,
逸見 エリカ（いつみ エリカ）,ガールズ&パンツァー,
楼 レイラ（ろう レイラ）,ガールズ&パンツァー,
摩或 レン（まある レン）,ガールズ&パンツァー,
夏海（なつみ）,ガールズ&パンツァー,
西住 まほ（にしずみ まほ）,ガールズ&パンツァー,
西住 みほ（にしずみ みほ）,ガールズ&パンツァー,
赤星 小梅（あかぼし　こうめ）,ガールズ&パンツァー,
トウコ,ガールズ&パンツァー,
リリ,ガールズ&パンツァー,
アスコ,ガールズ&パンツァー,
ミカ,ガールズ&パンツァー,
アキ,ガールズ&パンツァー,
ミッコ,ガールズ&パンツァー,
小檜山 野咲（こひやま のざき）,ガールズ&パンツァー,
朝門 春日（あさと かすが）,ガールフレンド（仮）,5
朝比奈 桃子（あさひな ももこ）,ガールフレンド（仮）,
浅見 景（あさみ けい）,ガールフレンド（仮）,
アネット・O・唐澤（あねっと おるが からさわ）,ガールフレンド（仮）,
天都 かなた（あまつ かなた）,ガールフレンド（仮）,
有栖川 小枝子（ありすがわ さえこ）,ガールフレンド（仮）,
伊勢崎 郁歩（いせざき いくほ）,ガールフレンド（仮）,
一色 愛瑠（いっしき あいる）,ガールフレンド（仮）,
浮橋 明日香（うきはし あすか）,ガールフレンド（仮）,
円城寺 小菊（えんじょうじ こぎく）,ガールフレンド（仮）,
小倉 愛（おぐら めぐみ）,ガールフレンド（仮）,
加賀美 茉莉（かがみ まつり）,ガールフレンド（仮）,
風町 陽歌（かぜまち はるか）,ガールフレンド（仮）,
川上 瀬莉（かわかみ せり）,ガールフレンド（仮）,
クロエ・ルメール,ガールフレンド（仮）,
小日向 いちご（こひなた いちご）,ガールフレンド（仮）,
佐伯 鞠香（さえき まりか）,ガールフレンド（仮）,
笹原 野々花（ささはら ののか）,ガールフレンド（仮）,
島田 泉（しまだ いずみ）,ガールフレンド（仮）,
白瀬 つづり（しらせ つづり）,ガールフレンド（仮）,
白鳥 詩織（しらとり しおり）,ガールフレンド（仮）,
橘 響子（たちばな きょうこ）,ガールフレンド（仮）,
鍋島 ちより（なべしま ちより）,ガールフレンド（仮）,
成瀬まなみ（なるせ まなみ）,ガールフレンド（仮）,
鳴海 調（なるみ しらべ）,ガールフレンド（仮）,
新垣 雛菜（にいがき ひな）,ガールフレンド（仮）,
西野 彩音（にしの あやね）,ガールフレンド（仮）,
新田 萌果（にった もえか）,ガールフレンド（仮）,
長谷川 美卯（はせがわ みう）,ガールフレンド（仮）,
林田 たまき（はやしだ たまき）,ガールフレンド（仮）,
柊 真琴（ひいらぎ まこと）,ガールフレンド（仮）,
日野 奏恵（ひの かなえ）,ガールフレンド（仮）,
深見 絵真（ふかみ えま）,ガールフレンド（仮）,
三科 果歩（みしな かほ）,ガールフレンド（仮）,
三嶋 ゆらら（みしま ゆらら）,ガールフレンド（仮）,
南田 七星（みなみだ ななせ）,ガールフレンド（仮）,
望月 エレナ（もちづき えれな）,ガールフレンド（仮）,
森園 芽以（もりぞの めい）,ガールフレンド（仮）,
山野 こだま（やまの こだま）,ガールフレンド（仮）,
優木 苗（ゆうき なえ）,ガールフレンド（仮）,
夢前 春瑚（ゆめさき はるこ）,ガールフレンド（仮）,
ユーリヤ・ヴャルコワ,ガールフレンド（仮）,
赤瀬川 摩姫（あかせがわ まき）,ガールフレンド（仮）,
伊勢谷 里都（いせや りと）,ガールフレンド（仮）,
岩本 樹（いわもと たつる）,ガールフレンド（仮）,
音羽 ユリ（おとわ ゆり）,ガールフレンド（仮）,
織部 千華（おりべ ちか）,ガールフレンド（仮）,
皆藤 蜜子（かいとう みつこ）,ガールフレンド（仮）,
神楽坂 砂夜（かぐらざか さや）,ガールフレンド（仮）,
上条 るい（かみじょう るい）,ガールフレンド（仮）,
川淵 一美（かわぶち かずみ）,ガールフレンド（仮）,
神崎 ミコト（かんざき みこと）,ガールフレンド（仮）,
君嶋 里琉（きみじま さとる）,ガールフレンド（仮）,
霧生 典子（きりゅう のりこ）,ガールフレンド（仮）,
久仁城 雅（くにしろ みやび）,ガールフレンド（仮）,
黒川 凪子（くろかわ なぎこ）,ガールフレンド（仮）,
五代 律（ごだい りつ）,ガールフレンド（仮）,
三条 八重（さんじょう やえ）,ガールフレンド（仮）,
椎名 心実（しいな ここみ）,ガールフレンド（仮）,
鴫野 睦（しぎの むつみ）,ガールフレンド（仮）,
重藤 秋穂（しげとう あきほ）,ガールフレンド（仮）,
東雲 レイ（しののめ れい）,ガールフレンド（仮）,
不知火 五十鈴（しらぬい いすず）,ガールフレンド（仮）,
千代浦 あやめ（ちようら あやめ）,ガールフレンド（仮）,
月白 陽子（つきしろ ようこ）,ガールフレンド（仮）,
藤堂 静子（とうどう しずこ）,ガールフレンド（仮）,
遠山 未涼（とおやま みすず）,ガールフレンド（仮）,
直江 悠（なおえ ゆう）,ガールフレンド（仮）,
夏目 真尋（なつめ まひろ）,ガールフレンド（仮）,
七海 四季（ななみ しき）,ガールフレンド（仮）,
南條 クミコ（なんじょう くみこ）,ガールフレンド（仮）,
飛原 鋭子（ひばら えいこ）,ガールフレンド（仮）,
前田 彩賀（まえだ さいか）,ガールフレンド（仮）,
正岡 真衣（まさおか まい）,ガールフレンド（仮）,
真白 透子（ましろ とうこ）,ガールフレンド（仮）,
水野 楓夏（みずの ふうか）,ガールフレンド（仮）,
ミス・モノクローム,ガールフレンド（仮）,
見吉 奈央（みよし なお）,ガールフレンド（仮）,
村上 文緒（むらかみ ふみお）,ガールフレンド（仮）,
八束 由紀恵（やつか ゆきえ）,ガールフレンド（仮）,
雪風 真弥（ゆきかぜ まや）,ガールフレンド（仮）,
竜ヶ崎 珠里椏（りゅうがさき じゅりあ）,ガールフレンド（仮）,
甘利 燈（あまり あかり）,ガールフレンド（仮）,
綾小路 美麗（あやのこうじ みれい）,ガールフレンド（仮）,
石田 いすき（いしだ いすき）,ガールフレンド（仮）,
江藤 くるみ（えとう くるみ）,ガールフレンド（仮）,
大山 真由里（おおやま まゆり）,ガールフレンド（仮）,
緒川 唯（おがわ ゆい）,ガールフレンド（仮）,
押井 知（おしい とも）,ガールフレンド（仮）,
小野寺 千鶴（おのでら ちづる）,ガールフレンド（仮）,
掛井 園美（かけい そのみ）,ガールフレンド（仮）,
栢嶋 乙女（かやしま おとめ）,ガールフレンド（仮）,
岸田 稚慧（きしだ ちえ）,ガールフレンド（仮）,
桐山 優月（きりやま ゆづき）,ガールフレンド（仮）,
熊田 一葉（くまだ かずは）,ガールフレンド（仮）,
小泉 由佳（こいずみ ゆか）,ガールフレンド（仮）,
九重 忍（ここのえ しのぶ）,ガールフレンド（仮）,
相楽 エミ（さがら えみ）,ガールフレンド（仮）,
櫻井 明音（さくらい あかね）,ガールフレンド（仮）,
篠宮 りさ（しのみや りさ）,ガールフレンド（仮）,
鈴河 凛乃（すずかわ りの）,ガールフレンド（仮）,
反町 牡丹（そりまち ぼたん）,ガールフレンド（仮）,
高崎 瑠依（たかさき るい）,ガールフレンド（仮）,
高良 美海（たから うみ）,ガールフレンド（仮）,
高良 美空（たから そら）,ガールフレンド（仮）,
武内 未美（たけうち みみ）,ガールフレンド（仮）,
玉井 麗巳（たまい れみ）,ガールフレンド（仮）,
時谷 小瑠璃（ときたに こるり）,ガールフレンド（仮）,
戸村 美知留（とむら みちる）,ガールフレンド（仮）,
豊永 日々喜（とよなが ひびき）,ガールフレンド（仮）,
螺子川 来夢（ねじかわ らいむ）,ガールフレンド（仮）,
葉月 柚子（はづき ゆずこ）,ガールフレンド（仮）,
羽鳥 晶（はとり あきら）,ガールフレンド（仮）,
花房 優輝（はなふさ ゆうき）,ガールフレンド（仮）,
林田 希羅（はやしだ きら）,ガールフレンド（仮）,
早見 英子（はやみ えいこ）,ガールフレンド（仮）,
春宮 つぐみ（はるみや つぐみ）,ガールフレンド（仮）,
東野 梓（ひがしの あずさ）,ガールフレンド（仮）,
姫島 木乃子（ひめじま きのこ）,ガールフレンド（仮）,
芙来田 伊吹（ふきた いぶき）,ガールフレンド（仮）,
古谷 朱里（ふるや しゅり）,ガールフレンド（仮）,
牧瀬 昴（まきせ すばる）,ガールフレンド（仮）,
皆口 英里（みなぐち えり）,ガールフレンド（仮）,
宮内 希（みやうち のぞみ）,ガールフレンド（仮）,
山田 はな（やまだ はな）,ガールフレンド（仮）,
祐天寺 弥生（ゆうてんじ やよい）,ガールフレンド（仮）,
湯川 基世（ゆかわ きせ）,ガールフレンド（仮）,
弓削 楓（ゆげ かえで）,ガールフレンド（仮）,
吉川 繭子（よしかわ まゆこ）,ガールフレンド（仮）,
吉永 和花那（よしなが わかな）,ガールフレンド（仮）,
蓬田 菫（よもぎだ すみれ）,ガールフレンド（仮）,
李 春燕（り ちゅんいぇん）,ガールフレンド（仮）,
荒井 薫（あらい かおる）,ガールフレンド（仮）,
久保田 友季（くぼた ゆき）,ガールフレンド（仮）,
畑山政子（はたやま まさこ）,ガールフレンド（仮）,
若林 璃子（わかばやし りこ）,ガールフレンド（仮）,
セルジュ・ジャン・ルメール,ガールフレンド（仮）,
武上 創士郎（たけがみ そうしろう）,ガールフレンド（仮）,
櫻井 響也（さくらい きょうや）,ガールフレンド（仮）,
コレット・ルメール,ガールフレンド（仮）,
村上文乃（むらかみ あやの）,ガールフレンド（仮）,
葉月哲也（はずき てつや）,ガールフレンド（仮）,
朝比奈ひろし（あさひな ひろし）,ガールフレンド（仮）,
朝比奈桜（あさひな さくら）,ガールフレンド（仮）,
鳴滝（ナルタキ）,快傑蒸気探偵団,5
周 鈴々（シュウ リンリン）,快傑蒸気探偵団,
強力（ごうりき）,快傑蒸気探偵団,
川久保,快傑蒸気探偵団,
鬼瓦刑事,快傑蒸気探偵団,
八神警部,快傑蒸気探偵団,
アンナ・ハイエンド,快傑蒸気探偵団,
ル・ブレッド,快傑蒸気探偵団,
周 蘭々（シュウ ランラン）,快傑蒸気探偵団,
紅サソリ,快傑蒸気探偵団,
Dr. ギルティ,快傑蒸気探偵団,
マイヤード博士,快傑蒸気探偵団,
機械男爵,快傑蒸気探偵団,
ナイト・オブ・ファンタム,快傑蒸気探偵団,
麗華（リーファ）,快傑蒸気探偵団,
白蛇（パイシャー）,快傑蒸気探偵団,
ウォルフ,快傑蒸気探偵団,
カルロス,快傑蒸気探偵団,
イシシ,かいけつゾロリ,5
ノシシ,かいけつゾロリ,
ゾロリーヌ,かいけつゾロリ,
ゾロンド・ロン,かいけつゾロリ,
ウルウル,かいけつゾロリ,
へいきのヘイタ,かいけつゾロリ,
オーボラーラ伯爵,かいけつゾロリ,
ドラキュラ,かいけつゾロリ,
オオカミ男,かいけつゾロリ,
ミイラ男,かいけつゾロリ,
ゴーゴン,かいけつゾロリ,
ウニ坊主,かいけつゾロリ,
幽霊電気クラゲ,かいけつゾロリ,
ゾンビ,かいけつゾロリ,
雷小僧,かいけつゾロリ,
大蛸入道,かいけつゾロリ,
塗壁,かいけつゾロリ,
雷じじい,かいけつゾロリ,
百目,かいけつゾロリ,
目目連,かいけつゾロリ,
小豆とぎ,かいけつゾロリ,
あかなめ,かいけつゾロリ,
大入道,かいけつゾロリ,
ろくろっ首,かいけつゾロリ,
蜘蛛女,かいけつゾロリ,
唐傘,かいけつゾロリ,
雪女（吹雪その子）,かいけつゾロリ,
水妖怪,かいけつゾロリ,
芋妖怪,かいけつゾロリ,
蛸妖怪,かいけつゾロリ,
プラモデラー,かいけつゾロリ,
グルリンチョ,かいけつゾロリ,
カラヒリン,かいけつゾロリ,
バクハツダー,かいけつゾロリ,
一反木綿,かいけつゾロリ,
リストラーズ,かいけつゾロリ,
ゴジ松,かいけつゾロリ,
ふぶきいちろう（アニメ版ではふぶきコオロー),かいけつゾロリ,
のものけ（アニメ版ではノモノケ）,かいけつゾロリ,
王ダコ（アニメ版ではタコ足八本くん）,かいけつゾロリ,
首長島（アニメ版では首長くん),かいけつゾロリ,
ポチ・ピューマ,かいけつゾロリ,
神魔神,かいけつゾロリ,
ひやあせがわ、へびしんじょう、わびしい,かいけつゾロリ,
カッパ,かいけつゾロリ,
大ガッパ,かいけつゾロリ,
アラ・シンド（アニメではタロッパ）,かいけつゾロリ,
フレディ,かいけつゾロリ,
フレディの恋人,かいけつゾロリ,
ドキア,かいけつゾロリ,
原ゆたか,かいけつゾロリ,
原京子,かいけつゾロリ,
うさぎちゃん,かいけつゾロリ,
アーサー,かいけつゾロリ,
エルゼ,かいけつゾロリ,
レバンナ国の王様,かいけつゾロリ,
ゾロリドラゴン,かいけつゾロリ,
ブラン[34],かいけつゾロリ,
レバンナ国の大臣,かいけつゾロリ,
大蛇,かいけつゾロリ,
ピョンシー,かいけつゾロリ,
町長,かいけつゾロリ,
店長と客,かいけつゾロリ,
美容師,かいけつゾロリ,
親子,かいけつゾロリ,
女の子,かいけつゾロリ,
ビルポン,かいけつゾロリ,
コーモリガサ,かいけつゾロリ,
カバンカバ,かいけつゾロリ,
リスリッパ,かいけつゾロリ,
ネズミミズ,かいけつゾロリ,
パンツンダ,かいけつゾロリ,
人食い花,かいけつゾロリ,
イシシ・ノシシの兄弟,かいけつゾロリ,
牧師ロボット,かいけつゾロリ,
キツネの花嫁,かいけつゾロリ,
パル,かいけつゾロリ,
ライオン海賊船長,かいけつゾロリ,
タイガー[36],かいけつゾロリ,
海賊の子分たち,かいけつゾロリ,
サメ,かいけつゾロリ,
クジラ,かいけつゾロリ,
黄金のオウム,かいけつゾロリ,
おてやわらカニ,かいけつゾロリ,
ひっぱりダコ,かいけつゾロリ,
いタイ,かいけつゾロリ,
こわイカ,かいけつゾロリ,
インドカレイ,かいけつゾロリ,
サイボーフグ,かいけつゾロリ,
ゆザメ,かいけつゾロリ,
ブルル,かいけつゾロリ,
コブル,かいけつゾロリ,
シロダルマン,かいけつゾロリ,
恐竜のママ,かいけつゾロリ,
恐竜の子供,かいけつゾロリ,
恐竜のぬいぐるみ,かいけつゾロリ,
モジャラ,かいけつゾロリ,
キツネの赤ちゃん,かいけつゾロリ,
キツネのママ,かいけつゾロリ,
キツネのパパ,かいけつゾロリ,
オオワシ,かいけつゾロリ,
雛,かいけつゾロリ,
怪獣,かいけつゾロリ,
うさぎみみのアナウンサー,かいけつゾロリ,
宇宙人,かいけつゾロリ,
コスモ,かいけつゾロリ,
宇宙人の王様,かいけつゾロリ,
宇宙人のお妃様,かいけつゾロリ,
宇宙動物,かいけつゾロリ,
ゴゲロベッチ,かいけつゾロリ,
ウンジャロゲ,かいけつゾロリ,
ビッチャラポ,かいけつゾロリ,
バリガリ,かいけつゾロリ,
鈴木サンタ、山田サンタ,かいけつゾロリ,
サンタポリス,かいけつゾロリ,
トナカイ,かいけつゾロリ,
良い子の欲しくないプレゼント,かいけつゾロリ,
ニクマンジーZ,かいけつゾロリ,
猫の死体のぬいぐるみ,かいけつゾロリ,
跳ねるジグソーパズル,かいけつゾロリ,
日本人形,かいけつゾロリ,
ミルク戻し人形,かいけつゾロリ,
めちゃくちゃワープロ,かいけつゾロリ,
恐怖のファミコンカセット,かいけつゾロリ,
膨らむ飴玉,かいけつゾロリ,
ガブリちゃん,かいけつゾロリ,
びっくりバコーン,かいけつゾロリ,
良い子のほしいプレゼント,かいけつゾロリ,
ママのひざまくら,かいけつゾロリ,
そだつフルーツパフェ,かいけつゾロリ,
ロボコタツ,かいけつゾロリ,
はしるスニーカー,かいけつゾロリ,
サッカー少年達,かいけつゾロリ,
オーナー,かいけつゾロリ,
ベッキンカム夫妻,かいけつゾロリ,
チポリ,かいけつゾロリ,
トポル,かいけつゾロリ,
ゴメス所長,かいけつゾロリ,
キエルンガーZ,かいけつゾロリ,
マニイ,かいけつゾロリ,
じいや,かいけつゾロリ,
機長,かいけつゾロリ,
カバのレポーター,かいけつゾロリ,
大入道メカ,かいけつゾロリ,
ミカエル,かいけつゾロリ,
ピラニア犬,かいけつゾロリ,
モリモリガードマン,かいけつゾロリ,
ゴリ丸,かいけつゾロリ,
さる丸（アニメではサル丸）,かいけつゾロリ,
シンディ・クロヒョード,かいけつゾロリ,
イヌタク,かいけつゾロリ,
イヌダ署長,かいけつゾロリ,
イヌダ婦人,かいけつゾロリ,
警部,かいけつゾロリ,
警官,かいけつゾロリ,
婦警,かいけつゾロリ,
魔王サイブス,かいけつゾロリ,
魔女ルカ,かいけつゾロリ,
関の山,かいけつゾロリ,
じいちゃファイター,かいけつゾロリ,
チュン,かいけつゾロリ,
森の中の城の王様,かいけつゾロリ,
森の中の城のお妃様,かいけつゾロリ,
コレット姫,かいけつゾロリ,
大きくなる薬,かいけつゾロリ,
小さくなる薬,かいけつゾロリ,
ダンク,かいけつゾロリ,
ボスケ国の王様,かいけつゾロリ,
カバのアナウンサー,かいけつゾロリ,
審判,かいけつゾロリ,
ボブスレー選手,かいけつゾロリ,
銀行案内係,かいけつゾロリ,
銀行受付係,かいけつゾロリ,
熊田吉蔵,かいけつゾロリ,
ミャン王女,かいけつゾロリ,
ゲームの国の王様,かいけつゾロリ,
ゲーム店店主,かいけつゾロリ,
子供たち,かいけつゾロリ,
