chara,title,
東馬次郎（あずま うまじろう）,焼きたて!!ジャぱん,
東馬三郎（あずま うまさぶろう）,焼きたて!!ジャぱん,
東稗子（あずま ひえこ）,焼きたて!!ジャぱん,
和馬の父,焼きたて!!ジャぱん,
和馬の祖母,焼きたて!!ジャぱん,
河内恭太郎（かわち きょうたろう）,焼きたて!!ジャぱん,
河内の母,焼きたて!!ジャぱん,
河内恭平（かわち きょうへい）,焼きたて!!ジャぱん,
河内ひろみ（かわち ひろみ）,焼きたて!!ジャぱん,
ブラッド・キッド,焼きたて!!ジャぱん,
松代楓（まつしろ かえで）,焼きたて!!ジャぱん,
医者,焼きたて!!ジャぱん,
アナウンサー,焼きたて!!ジャぱん,
三ノ上交司（みのうえ こうじ）,焼きたて!!ジャぱん,
赤川今日子（あかがわ きょうこ）,焼きたて!!ジャぱん,
服部幸應（はっとり ゆきお）,焼きたて!!ジャぱん,
しのぶ寿司の大将,焼きたて!!ジャぱん,
B作（ビーさく）,焼きたて!!ジャぱん,
英子（エーこ）,焼きたて!!ジャぱん,
劉老麺（りゅう ろうめん）,焼きたて!!ジャぱん,
さっちゃん,焼きたて!!ジャぱん,
石山朋蔵（いしやま ともぞう）,焼きたて!!ジャぱん,
キャシー,焼きたて!!ジャぱん,
真子・グラハム（まこ・グラハム）,焼きたて!!ジャぱん,
ガイア,焼きたて!!ジャぱん,
マッシュ,焼きたて!!ジャぱん,
オルティガ,焼きたて!!ジャぱん,
アン王女,焼きたて!!ジャぱん,
ドン・ジャンクール,焼きたて!!ジャぱん,
カルネ,焼きたて!!ジャぱん,
キムラ・メグミ,焼きたて!!ジャぱん,
ユルリック・ラメ,焼きたて!!ジャぱん,
ミカエリ・シューマッパ（アニメ：ミカエリ・シューカッパ）,焼きたて!!ジャぱん,
シュワインリッヒ,焼きたて!!ジャぱん,
モニカの父,焼きたて!!ジャぱん,
モニカの母,焼きたて!!ジャぱん,
シャドウの母,焼きたて!!ジャぱん,
板前,焼きたて!!ジャぱん,
青柳宏樹（あおやぎ ひろき）,焼きたて!!ジャぱん,
角須（すみす）,焼きたて!!ジャぱん,
中井酒店のおじさん（なかいさけてんのおじさん）,焼きたて!!ジャぱん,
少女,焼きたて!!ジャぱん,
出川哲朗（でがわ てつろう）,焼きたて!!ジャぱん,
山川（やまかわ）,焼きたて!!ジャぱん,
青木（あおき）,焼きたて!!ジャぱん,
Y崎（ワイざき）,焼きたて!!ジャぱん,
ビワ売りのおじさん（ビワうりのおじさん）,焼きたて!!ジャぱん,
ミーシャ,焼きたて!!ジャぱん,
力道 玄馬（りきどう げんば）,野球狂の詩,35
王島大介（おうしま だいすけ）,野球狂の詩,
海王神人（かいおう かみと）,野球狂の詩,
最上大太郎（もがみ だいたろう）,野球狂の詩,
秀吉三郎（ひでよし さぶろう）,野球狂の詩,
大文字大太郎（だいもんじ だいたろう）,野球狂の詩,
沢村慶司郎（さわむら けいじろう）,野球狂の詩,
南海権左（なんかい ごんざ）,野球狂の詩,
平清二（たいら せいじ）,野球狂の詩,
仙台又三郎（せんだい またさぶろう）,野球狂の詩,
島新之助（しま しんのすけ）,野球狂の詩,
小鳩花子（こばと はなこ）,野球狂の詩,
山井英司（やまい ひでじ）,野球狂の詩,
伊達源三郎（だて げんざぶろう）,野球狂の詩,
右太ェ門（うたえもん）,野球狂の詩,
夕子（ゆうこ）,野球狂の詩,
当馬可奈子（とうま かなこ）,野球狂の詩,
藤子（ふじこ）,野球狂の詩,
平源造（たいら げんぞう）,野球狂の詩,
犬神（いぬがみ）,野球狂の詩,
薬師寺涼子（やくしじ りょうこ）,薬師寺涼子の怪奇事件簿,35
泉田準一郎（いずみだ じゅんいちろう）,薬師寺涼子の怪奇事件簿,
室町由紀子（むろまち ゆきこ）,薬師寺涼子の怪奇事件簿,
岸本明（きしもと あきら）,薬師寺涼子の怪奇事件簿,
マリアンヌ,薬師寺涼子の怪奇事件簿,
リュシエンヌ,薬師寺涼子の怪奇事件簿,
薬師寺絹子（やくしじ きぬこ）,薬師寺涼子の怪奇事件簿,
薬師寺弘毅（やくしじ ひろき）,薬師寺涼子の怪奇事件簿,
丸岡（まるおか）,薬師寺涼子の怪奇事件簿,
貝塚さとみ（かいづか さとみ）,薬師寺涼子の怪奇事件簿,
阿部真理夫（あべ まりお）,薬師寺涼子の怪奇事件簿,
警視総監,薬師寺涼子の怪奇事件簿,
刑事部長,薬師寺涼子の怪奇事件簿,
公安部長,薬師寺涼子の怪奇事件簿,
ジャッキー（ジャクリーン）,薬師寺涼子の怪奇事件簿,
野長瀬一馬（のながせ かずま）,薬師寺涼子の怪奇事件簿,
石動瑠璃子（いするぎ るりこ）,薬師寺涼子の怪奇事件簿,
薬師寺正基（やくしじ まさもと）,薬師寺涼子の怪奇事件簿,
もなみ,薬師寺涼子の怪奇事件簿,
曽我 篤彦（そが あつひこ）,薬師寺涼子の怪奇事件簿,
辰巳 周五郎（たつみ しゅうごろう）,薬師寺涼子の怪奇事件簿,
溝呂木 喜久乃（みぞろぎ きくの）,薬師寺涼子の怪奇事件簿,
羽原 智（はばら さとし）,薬師寺涼子の怪奇事件簿,
益子 美奈（ますこ みな）,薬師寺涼子の怪奇事件簿,
上杉 満年（うえすぎ みつとし）,薬師寺涼子の怪奇事件簿,
桂川 平蔵（かつらがわ へいぞう）,薬師寺涼子の怪奇事件簿,
山岸 ゆういち（やまぎし ゆういち）,薬師寺涼子の怪奇事件簿,
木村 恵子（きむら けいこ）,薬師寺涼子の怪奇事件簿,
何か（正体不明のため）,薬師寺涼子の怪奇事件簿,
泉田 真奈（いずみだ まな）,薬師寺涼子の怪奇事件簿,
レオタード戦士ルン,薬師寺涼子の怪奇事件簿,
エマ,約束のネバーランド,35
ノーマン,約束のネバーランド,
レイ,約束のネバーランド,
コニー,約束のネバーランド,
ドン,約束のネバーランド,
ギルダ,約束のネバーランド,
アンナ,約束のネバーランド,
ナット,約束のネバーランド,
トーマ,約束のネバーランド,
ラニオン,約束のネバーランド,
フィル,約束のネバーランド,
シェリー,約束のネバーランド,
マルク,約束のネバーランド,
ナイラ,約束のネバーランド,
クリスティ,約束のネバーランド,
アリシア,約束のネバーランド,
ジェミマ,約束のネバーランド,
キャロル,約束のネバーランド,
レスリー,約束のネバーランド,
サイモン,約束のネバーランド,
ジャッキー,約束のネバーランド,
ヘレン,約束のネバーランド,
ユウゴ,約束のネバーランド,
ニコラス,約束のネバーランド,
ジョン,約束のネバーランド,
ダイナ,約束のネバーランド,
ルーカス,約束のネバーランド,
テオ,約束のネバーランド,
モニカ,約束のネバーランド,
ジェイク,約束のネバーランド,
ヴァイオレット,約束のネバーランド,
オリバー,約束のネバーランド,
サンディ,約束のネバーランド,
ザック,約束のネバーランド,
ナイジェル,約束のネバーランド,
ソーニャ,約束のネバーランド,
ペペ,約束のネバーランド,
ジリアン,約束のネバーランド,
ポーラ,約束のネバーランド,
アダム,約束のネバーランド,
バーバラ,約束のネバーランド,
シスロ,約束のネバーランド,
ザジ,約束のネバーランド,
ヴィンセント,約束のネバーランド,
ハヤト,約束のネバーランド,
ジン,約束のネバーランド,
マム・イザベラ / ママ,約束のネバーランド,
シスター・クローネ / シスター,約束のネバーランド,
グランマ(大母様),約束のネバーランド,
ウィリアム・ミネルヴァ / ジェイムズ・ラートリー,約束のネバーランド,
ピーター・ラートリー,約束のネバーランド,
アンドリュー,約束のネバーランド,
支援者,約束のネバーランド,
GF農園のボス,約束のネバーランド,
手下鬼,約束のネバーランド,
追手鬼,約束のネバーランド,
バイヨン卿,約束のネバーランド,
レウウィス大公,約束のネバーランド,
ルーチェ,約束のネバーランド,
ノウス,約束のネバーランド,
ノウマ,約束のネバーランド,
儀祭の鬼（仮）,約束のネバーランド,
鬼の頂点（仮）,約束のネバーランド,
鬼の兄弟（仮）,約束のネバーランド,
ムジカ,約束のネバーランド,
ソンジュ,約束のネバーランド,
ギーラン卿,約束のネバーランド,
ヤダモン,ヤダモン,35
タイモン,ヤダモン,
ジャン・ルブラン,ヤダモン,
マリア・ルブラン,ヤダモン,
エドワード・ルブラン,ヤダモン,
ウィリアム・ルブラン,ヤダモン,
シーザー,ヤダモン,
ハンナ・フローゼ,ヤダモン,
リック,ヤダモン,
ピート,ヤダモン,
クリス,ヤダモン,
レイチェル,ヤダモン,
ロジャー,ヤダモン,
ケン,ヤダモン,
ブッチ,ヤダモン,
エンリコ,ヤダモン,
ヨハン,ヤダモン,
女王,ヤダモン,
キラ,ヤダモン,
マナティ,ヤダモン,
ベリアル,ヤダモン,
シンウィ,ヤダモン,
ミール,ヤダモン,
バグド,ヤダモン,
バーベラ,ヤダモン,
波川 まつ尾（なみかわ まつお）,やっとかめ探偵団,35
芝浦 かねよ（しばうら かねよ）,やっとかめ探偵団,
粂川 よね（くめかわ よね）,やっとかめ探偵団,
吉川 常（よしかわ つね）,やっとかめ探偵団,
水谷 島子（みずたに しまこ）,やっとかめ探偵団,
早坂 千代（はやさか ちよ）,やっとかめ探偵団,
生田 ハツ（いくた ハツ）,やっとかめ探偵団,
波川 舞（なみかわ まい）,やっとかめ探偵団,
山下 大輔（やました だいすけ）,やっとかめ探偵団,
後藤 六郎（ごとう ろくろう）,やっとかめ探偵団,
鷺谷 直樹（さぎのや なおき）,やっとかめ探偵団,
市川 秀美（いちかわ ひでみ）,やっとかめ探偵団,
陣 界斗（じん かいと）,八十亀ちゃんかんさつにっき,35
八十亀 最中（やとがめ もなか）,八十亀ちゃんかんさつにっき,
只草 舞衣（ただくさ まい）,八十亀ちゃんかんさつにっき,
笹津 やん菜（ささつ やんな）,八十亀ちゃんかんさつにっき,
陣 繁華（じん としか）,八十亀ちゃんかんさつにっき,
初内 ララ（しょない ララ）,八十亀ちゃんかんさつにっき,
一天前 紫春（いてまえ しはる）,八十亀ちゃんかんさつにっき,
輿安 七帆（こしやす ななほ）,八十亀ちゃんかんさつにっき,
土辺 世瑠蘭（どべ せるら）,八十亀ちゃんかんさつにっき,
辻（つじ）,八十亀ちゃんかんさつにっき,
土辺の母,八十亀ちゃんかんさつにっき,
東風樫 湘（こちかし しょう）,八十亀ちゃんかんさつにっき,
青那寺 恵（あおなじ けい）,八十亀ちゃんかんさつにっき,
朝霞 きぃな（あさか きぃな）,八十亀ちゃんかんさつにっき,
鏡池 (かがみいけ),八十亀ちゃんかんさつにっき,
天満 (てんま),八十亀ちゃんかんさつにっき,
緑 (みどり),八十亀ちゃんかんさつにっき,
レッチリ先生,八十亀ちゃんかんさつにっき,
白衣の先生,八十亀ちゃんかんさつにっき,
シェフの先生,八十亀ちゃんかんさつにっき,
雀田来 鈴（じゃんだら りん）,八十亀ちゃんかんさつにっき,
鉄平（てっぺい）,八十亀ちゃんかんさつにっき,
比企谷 八幡（ひきがや はちまん）,やはり俺の青春ラブコメはまちがっている。,35
雪ノ下 雪乃（ゆきのした ゆきの）,やはり俺の青春ラブコメはまちがっている。,
由比ヶ浜 結衣（ゆいがはま ゆい）,やはり俺の青春ラブコメはまちがっている。,
平塚 静（ひらつか しずか）,やはり俺の青春ラブコメはまちがっている。,
戸塚 彩加（とつか さいか）,やはり俺の青春ラブコメはまちがっている。,
川崎 沙希（かわさき さき）,やはり俺の青春ラブコメはまちがっている。,
材木座 義輝（ざいもくざ よしてる）,やはり俺の青春ラブコメはまちがっている。,
葉山 隼人（はやま はやと）,やはり俺の青春ラブコメはまちがっている。,
三浦 優美子（みうら ゆみこ）,やはり俺の青春ラブコメはまちがっている。,
海老名 姫菜（えびな ひな）,やはり俺の青春ラブコメはまちがっている。,
戸部 翔（とべ かける）,やはり俺の青春ラブコメはまちがっている。,
大和（やまと）,やはり俺の青春ラブコメはまちがっている。,
大岡（おおおか）,やはり俺の青春ラブコメはまちがっている。,
相模 南（さがみ みなみ）,やはり俺の青春ラブコメはまちがっている。,
ゆっこ,やはり俺の青春ラブコメはまちがっている。,
遥（はるか）,やはり俺の青春ラブコメはまちがっている。,
城廻 めぐり（しろめぐり めぐり）,やはり俺の青春ラブコメはまちがっている。,
一色 いろは（いっしき いろは）,やはり俺の青春ラブコメはまちがっている。,
本牧 牧人,やはり俺の青春ラブコメはまちがっている。,
藤沢 沙和子,やはり俺の青春ラブコメはまちがっている。,
秦野（はたの）,やはり俺の青春ラブコメはまちがっている。,
相模（さがみ）,やはり俺の青春ラブコメはまちがっている。,
厚木（あつぎ）,やはり俺の青春ラブコメはまちがっている。,
鶴見（つるみ）,やはり俺の青春ラブコメはまちがっている。,
比企谷 小町（ひきがや こまち）,やはり俺の青春ラブコメはまちがっている。,
比企谷(母),やはり俺の青春ラブコメはまちがっている。,
雪ノ下 陽乃（ゆきのした はるの）,やはり俺の青春ラブコメはまちがっている。,
雪ノ下(母),やはり俺の青春ラブコメはまちがっている。,
由比ヶ浜(母),やはり俺の青春ラブコメはまちがっている。,
川崎 大志（かわさき たいし）,やはり俺の青春ラブコメはまちがっている。,
川崎 京華（かわさき けいか）,やはり俺の青春ラブコメはまちがっている。,
カマクラ,やはり俺の青春ラブコメはまちがっている。,
サブレ,やはり俺の青春ラブコメはまちがっている。,
折本 かおり（おりもと かおり）,やはり俺の青春ラブコメはまちがっている。,
仲町 千佳（なかまち ちか）,やはり俺の青春ラブコメはまちがっている。,
玉縄（たまなわ）,やはり俺の青春ラブコメはまちがっている。,
鶴見 留美（つるみ るみ）,やはり俺の青春ラブコメはまちがっている。,
由香（ゆか）、仁美（ひとみ）、森ちゃん（もりちゃん）、ヨッコ,やはり俺の青春ラブコメはまちがっている。,
パンダのパンさん,やはり俺の青春ラブコメはまちがっている。,
比企谷 八幡（ひきがや はちまん）,やはり俺の青春ラブコメはまちがっている。続,35
雪ノ下 雪乃（ゆきのした ゆきの）,やはり俺の青春ラブコメはまちがっている。続,
由比ヶ浜 結衣（ゆいがはま ゆい）,やはり俺の青春ラブコメはまちがっている。続,
平塚 静（ひらつか しずか）,やはり俺の青春ラブコメはまちがっている。続,
戸塚 彩加（とつか さいか）,やはり俺の青春ラブコメはまちがっている。続,
川崎 沙希（かわさき さき）,やはり俺の青春ラブコメはまちがっている。続,
材木座 義輝（ざいもくざ よしてる）,やはり俺の青春ラブコメはまちがっている。続,
葉山 隼人（はやま はやと）,やはり俺の青春ラブコメはまちがっている。続,
三浦 優美子（みうら ゆみこ）,やはり俺の青春ラブコメはまちがっている。続,
海老名 姫菜（えびな ひな）,やはり俺の青春ラブコメはまちがっている。続,
戸部 翔（とべ かける）,やはり俺の青春ラブコメはまちがっている。続,
大和（やまと）,やはり俺の青春ラブコメはまちがっている。続,
大岡（おおおか）,やはり俺の青春ラブコメはまちがっている。続,
相模 南（さがみ みなみ）,やはり俺の青春ラブコメはまちがっている。続,
ゆっこ,やはり俺の青春ラブコメはまちがっている。続,
遥（はるか）,やはり俺の青春ラブコメはまちがっている。続,
城廻 めぐり（しろめぐり めぐり）,やはり俺の青春ラブコメはまちがっている。続,
一色 いろは（いっしき いろは）,やはり俺の青春ラブコメはまちがっている。続,
本牧 牧人,やはり俺の青春ラブコメはまちがっている。続,
藤沢 沙和子,やはり俺の青春ラブコメはまちがっている。続,
秦野（はたの）,やはり俺の青春ラブコメはまちがっている。続,
相模（さがみ）,やはり俺の青春ラブコメはまちがっている。続,
厚木（あつぎ）,やはり俺の青春ラブコメはまちがっている。続,
鶴見（つるみ）,やはり俺の青春ラブコメはまちがっている。続,
比企谷 小町（ひきがや こまち）,やはり俺の青春ラブコメはまちがっている。続,
比企谷(母),やはり俺の青春ラブコメはまちがっている。続,
雪ノ下 陽乃（ゆきのした はるの）,やはり俺の青春ラブコメはまちがっている。続,
雪ノ下(母),やはり俺の青春ラブコメはまちがっている。続,
由比ヶ浜(母),やはり俺の青春ラブコメはまちがっている。続,
川崎 大志（かわさき たいし）,やはり俺の青春ラブコメはまちがっている。続,
川崎 京華（かわさき けいか）,やはり俺の青春ラブコメはまちがっている。続,
カマクラ,やはり俺の青春ラブコメはまちがっている。続,
サブレ,やはり俺の青春ラブコメはまちがっている。続,
折本 かおり（おりもと かおり）,やはり俺の青春ラブコメはまちがっている。続,
仲町 千佳（なかまち ちか）,やはり俺の青春ラブコメはまちがっている。続,
玉縄（たまなわ）,やはり俺の青春ラブコメはまちがっている。続,
鶴見 留美（つるみ るみ）,やはり俺の青春ラブコメはまちがっている。続,
由香（ゆか）、仁美（ひとみ）、森ちゃん（もりちゃん）、ヨッコ,やはり俺の青春ラブコメはまちがっている。続,
パンダのパンさん,やはり俺の青春ラブコメはまちがっている。続,
山田 竜（やまだ りゅう）,山田くんと7人の魔女,35
白石 うらら（しらいし うらら）　,山田くんと7人の魔女,
宮村 虎之介（みやむら とらのすけ）,山田くんと7人の魔女,
伊藤 雅（いとう みやび）,山田くんと7人の魔女,
椿 剣太郎（つばき けんたろう）,山田くんと7人の魔女,
鈴原 光（すずはら　ひかる）,山田くんと7人の魔女,
白石 うらら,山田くんと7人の魔女,
小田切 寧々（おだぎり ねね）,山田くんと7人の魔女,
大塚 芽子（おおつか めいこ）,山田くんと7人の魔女,
猿島 マリア（さるしま マリア）,山田くんと7人の魔女,
滝川 ノア（たきがわ ノア）,山田くんと7人の魔女,
飛鳥 美琴（あすか みこと）,山田くんと7人の魔女,
西園寺 リカ（さいおんじ リカ）,山田くんと7人の魔女,
清集院 桃子（せいしゅういん ももこ）,山田くんと7人の魔女,
紺野 つばさ（こんの つばさ）,山田くんと7人の魔女,
萌黄 ことり（もえぎ ことり）,山田くんと7人の魔女,
姫川 そら（ひめかわ そら）,山田くんと7人の魔女,
筑紫 愛子（ちくし あいこ）,山田くんと7人の魔女,
菊池アカネ（きくち あかね）,山田くんと7人の魔女,
ナンシー / 虹野 晴子 (にじの はるこ),山田くんと7人の魔女,
黒崎 仁（くろさき じん）,山田くんと7人の魔女,
詫摩 類（たくま るい）,山田くんと7人の魔女,
一条 政宗（いちじょう まさむね）,山田くんと7人の魔女,
三浦 悠理（みうら ゆうり）,山田くんと7人の魔女,
鈴原 光（すずはら ひかる）,山田くんと7人の魔女,
アレックス・スペンサー,山田くんと7人の魔女,
玉木 真一 （たまき しんいち）,山田くんと7人の魔女,
三浦 悠理,山田くんと7人の魔女,
宮村 虎之介,山田くんと7人の魔女,
山田 竜,山田くんと7人の魔女,
小田切 寧々,山田くんと7人の魔女,
玉木 真一（たまき しんいち）,山田くんと7人の魔女,
有栖川 翠（ありすがわ みどり）,山田くんと7人の魔女,
山崎 春馬（やまざき はるま）,山田くんと7人の魔女,
猪瀬 じゅん（いのせ じゅん）,山田くんと7人の魔女,
玉木真一が生徒会長に就任したことにより、現在は廃部。,山田くんと7人の魔女,
五十嵐 潮（いがらし うしお）,山田くんと7人の魔女,
萩原 六太（はぎわら むった）,山田くんと7人の魔女,
八十島 かおり（やそじま かおり）,山田くんと7人の魔女,
五十嵐　潮（いがらし　うしお）,山田くんと7人の魔女,
滝川　ノア（たきがわ　ノア）,山田くんと7人の魔女,
シド,山田くんと7人の魔女,
亀田 満（かめだ みつる）,山田くんと7人の魔女,
鶴川 秀明（つるかわ ひであき）,山田くんと7人の魔女,
浅野 蓮（あさの れん）,山田くんと7人の魔女,
渋谷 敬吾（しぶたに けいご）,山田くんと7人の魔女,
深沢 冴子（ふかざわ さえこ）,山田くんと7人の魔女,
鈴原 蛍（すずはら ほたる）,山田くんと7人の魔女,
委員長（いいんちょう）,山田くんと7人の魔女,
山田 巽美（やまだ たつみ）,山田くんと7人の魔女,
山田 十和子 (やまだ とわこ),山田くんと7人の魔女,
宮村 レオナ（みやむら レオナ）,山田くんと7人の魔女,
君島 カレン（きみしま カレン）,山田くんと7人の魔女,
佐々木 凜（ささき りん）,山田くんと7人の魔女,
園山 キク（そのやま きく）,山田くんと7人の魔女,
大島 隆（おおしま たかし）、小田 真由美（おだ まゆみ）、横川 秀典（よこかわ ひでのり）,山田くんと7人の魔女,
安藤 みつき（あんどう みつき）,山田くんと7人の魔女,
そばっしー,山田くんと7人の魔女,
緑川（みどりかわ）,山田くんと7人の魔女,
遠田（とおだ）,山田くんと7人の魔女,
橋本（はしもと）,山田くんと7人の魔女,
大塚 美栄子（おおつか みえこ）,山田くんと7人の魔女,
マロン,山田くんと7人の魔女,
中原 スナコ（なかはら スナコ）,ヤマトナデシコ七変化♥,35
高野 恭平（たかの きょうへい）,ヤマトナデシコ七変化♥,
織田 武長（おだ たけなが）,ヤマトナデシコ七変化♥,
遠山 雪之丞（とおやま ゆきのじょう）,ヤマトナデシコ七変化♥,
森井 蘭丸（もりい らんまる）,ヤマトナデシコ七変化♥,
笠原 乃依（かさはら のい）,ヤマトナデシコ七変化♥,
中原美音（なかはらみね）、オバさん（オバちゃん）,ヤマトナデシコ七変化♥,
ひろし,ヤマトナデシコ七変化♥,
なな、ねね、のの,ヤマトナデシコ七変化♥,
ファンの皆さん,ヤマトナデシコ七変化♥,
オーナー,ヤマトナデシコ七変化♥,
さゆり,ヤマトナデシコ七変化♥,
お嬢様,ヤマトナデシコ七変化♥,
ゴスロリシスターズ イヴォンヌ、ラセーヌ、マドレーヌ、ロクサーヌ,ヤマトナデシコ七変化♥,
謎の声,ヤマトナデシコ七変化♥,
高野恭平,ヤマトナデシコ七変化♥,
遠山雪之丞,ヤマトナデシコ七変化♥,
中原スナコ,ヤマトナデシコ七変化♥,
織田武長,ヤマトナデシコ七変化♥,
森井蘭丸,ヤマトナデシコ七変化♥,
中原タケル,ヤマトナデシコ七変化♥,
笠原乃依,ヤマトナデシコ七変化♥,
雪村 あおい（ゆきむら あおい）,ヤマノススメ,35
倉上 ひなた（くらうえ ひなた）,ヤマノススメ,
斎藤 楓（さいとう かえで）,ヤマノススメ,
青羽 ここな（あおば ここな）,ヤマノススメ,
黒崎 ほのか（くろさき ほのか）,ヤマノススメ,
笹原 ゆうか（ささはら ゆうか）,ヤマノススメ,
千手院 小春（せんじゅいん こはる）,ヤマノススメ,
みお,ヤマノススメ,
ゆり,ヤマノススメ,
かすみ,ヤマノススメ,
雪村 誠（ゆきむら まこと）,ヤマノススメ,
雪村 恵（ゆきむら めぐみ）,ヤマノススメ,
倉上 健一（くらうえ けんいち）,ヤマノススメ,
ひなたの母,ヤマノススメ,
楓の父,ヤマノススメ,
青羽 麻衣（あおば まい）,ヤマノススメ,
小野塚 ひかり（おのづか ひかり）,ヤマノススメ,
スーさん,ヤマノススメ,
黒崎大樹,ヤマノススメ,
はるか,ヤマノススメ,
アライ先生,ヤマノススメ,
こげ,ヤミと帽子と本の旅人,35
ヤミ（リリス）,ヤミと帽子と本の旅人,
初美（イブ）,ヤミと帽子と本の旅人,
ジョウ・ハーリー,ヤミと帽子と本の旅人,
ちび,ヤミと帽子と本の旅人,
アーヤ,ヤミと帽子と本の旅人,
ケンちゃん,ヤミと帽子と本の旅人,
謎の女性と子供達,ヤミと帽子と本の旅人,
車掌,ヤミと帽子と本の旅人,
制服の少女（東 葉月）,ヤミと帽子と本の旅人,
リツコ,ヤミと帽子と本の旅人,
ドロッセルハウスト,ヤミと帽子と本の旅人,
マリエル姫,ヤミと帽子と本の旅人,
ガルガンチュア,ヤミと帽子と本の旅人,
ジル,ヤミと帽子と本の旅人,
ミルカ,ヤミと帽子と本の旅人,
エニア,ヤミと帽子と本の旅人,
セイレン,ヤミと帽子と本の旅人,
ラスカレス,ヤミと帽子と本の旅人,
藤姫,ヤミと帽子と本の旅人,
メイリン,ヤミと帽子と本の旅人,
山の神,ヤミと帽子と本の旅人,
三郎太,ヤミと帽子と本の旅人,
皇 蓉子,ヤミと帽子と本の旅人,
サイガ,ヤミと帽子と本の旅人,
玉藻の前,ヤミと帽子と本の旅人,
マウ,ヤミと帽子と本の旅人,
エロすけ,ヤミと帽子と本の旅人,
東 葉月（あずま はづき）,ヤミと帽子と本の旅人,
イブ,ヤミと帽子と本の旅人,
リリス,ヤミと帽子と本の旅人,
マリエル,ヤミと帽子と本の旅人,
玉藻の前（たまものまえ）,ヤミと帽子と本の旅人,
ナンブ,ヤミと帽子と本の旅人,
クイル,ヤミと帽子と本の旅人,
朱雀,ヤミと帽子と本の旅人,
不知火 烈堂,ヤミと帽子と本の旅人,
レイラ・マーズ,ヤミと帽子と本の旅人,
ラムロ・ライン,ヤミと帽子と本の旅人,
ララ,ヤミと帽子と本の旅人,
コゲちび,ヤミと帽子と本の旅人,
都筑麻斗（つづき あさと）,闇の末裔,35
黒崎密（くろさき ひそか）,闇の末裔,
巽征一郎（たつみ せいいちろう）,闇の末裔,
亘理温（わたり ゆたか）,闇の末裔,
寺杣始（てらずま はじめ）,闇の末裔,
閂若葉（かんぬき わかば）,闇の末裔,
近衛（このえ）,闇の末裔,
閻魔（えんま）,闇の末裔,
邑輝一貴（むらき かずたか）,闇の末裔,
壬生織也（みぶ おりや）,闇の末裔,
櫻井寺右京（さくらいじ うきょう）,闇の末裔,
東方守護獣蒼龍（とうほうしゅごじゅう そうりゅう）,闇の末裔,
