chara,title,
剣 美親（つるぎ よしちか）,ラクエンロジック,40
揺音 玉姫（ゆりね たまき）,ラクエンロジック,
クロエ・マクスウェル（Chloe Maxwell）,ラクエンロジック,
明日葉 学（あすは まな）,ラクエンロジック,
ヴェロニカ・アナンコ（Veronica Ananko）,ラクエンロジック,
七星 縁（ななほし ゆかり）,ラクエンロジック,
オルガ・ブレイクチャイルド（Olga Breakchild）,ラクエンロジック,
揺音 聖那（ゆりね せな）,ラクエンロジック,
ジゼル・サンダース（Giselle Thunders）,ラクエンロジック,
ノエル・スワン,ラクエンロジック,
五条 奏（ごじょう かなで）,ラクエンロジック,
高千穂 律（たかちほ りつ）,ラクエンロジック,
平 朔太郎（たいら さくたろう）,ラクエンロジック,
小湊 くらら（こみなと -）,ラクエンロジック,
リオネス・エリストラートヴァ（Liones Yelistratova）,ラクエンロジック,
ニーナ・アレクサンドロヴナ（Nina Alexandrovna）,ラクエンロジック,
京橋 万博（きょうばし まひろ）,ラクエンロジック,
橘 弥生（たちばな やよい）,ラクエンロジック,
桐谷 華凛（きりたに かりん）,ラクエンロジック,
桐谷 華恋（きりたに かれん）,ラクエンロジック,
森ヶ谷 夕子（もりがや ゆうこ）,ラクエンロジック,
東 瑞希（あずま みずき）,ラクエンロジック,
五六八 葵（いろは あおい）,ラクエンロジック,
アシュリー・ブラッドベリ（Ashley Bradbury）,ラクエンロジック,
ジークハルト・クラウス（Sieghard Krauss）,ラクエンロジック,
当麻芽路子（とうま めじこ）,ラクエンロジック,
迅撃のダイガ（じんげき -、Daiga of the Swift Strikes）,ラクエンロジック,
流のフィリル（ながれ -、Fyrill of the Flow）,ラクエンロジック,
稲穂のロッタ（いなほ -、Lotta of the Sativa）,ラクエンロジック,
春待のメルチ（はるまち -、Melchi of Spring Anticipation）,ラクエンロジック,
巌のジェイド（いわお -、Jade of the Cliffs）,ラクエンロジック,
燕黒のルシア（つばくろ -、Lucia of the Swallowblacks）,ラクエンロジック,
鉄牙のライア（てつが -、Lyra）,ラクエンロジック,
貴純のリリアナ（きすみ -、Precious Innocence Liliana）,ラクエンロジック,
闘舞のアイシャ（とうぶ -、Fighting Dance Aisha）,ラクエンロジック,
美棘のローダンテ（Rhodanthe）,ラクエンロジック,
七輝のサンドラ（Sandra）,ラクエンロジック,
輪菌のシータ（りんきん -、Faerie Ring Shiita）,ラクエンロジック,
花唇のローザ（かしん -、Rosa）,ラクエンロジック,
綿毛のワッフル（わたげ -）,ラクエンロジック,
薫花のティア（くんか -）,ラクエンロジック,
泡沫のシェリー（うたかた -）,ラクエンロジック,
海颯のウィーゴ（みはや -）,ラクエンロジック,
清純のニコ（きよすみ -）,ラクエンロジック,
月影のロウ（つきかげ -）,ラクエンロジック,
緋華（ヒバナ）,ラクエンロジック,
羅刹（ラセツ）,ラクエンロジック,
竜媛皇珠 小玲（リュウエンコウジュ シャオリン、Dragon Princess Emperor Jewel Xiaolin）,ラクエンロジック,
"神曲乙姫（シンキョクオトヒメ、""Divine Music"" Otohime）",ラクエンロジック,
麒麟,ラクエンロジック,
阿修羅（アスラ）,ラクエンロジック,
八雷神（ヤクサイカヅチノカミ）,ラクエンロジック,
政木狐,ラクエンロジック,
番太,ラクエンロジック,
煌煌（ファンファン、Huang-Huang）,ラクエンロジック,
紅武（コウブ）,ラクエンロジック,
銀影（ギンエイ）,ラクエンロジック,
艶鬼（エンキ）,ラクエンロジック,
星（セイ）,ラクエンロジック,
冥（メイ）,ラクエンロジック,
七宝（チーパオ）,ラクエンロジック,
凪（ナギ）,ラクエンロジック,
蓮香仙女（レンシャンセンニョ）,ラクエンロジック,
哪吒太子（ナタタイシ）,ラクエンロジック,
懍玲（リンリン）,ラクエンロジック,
此花咲耶（コノハナサクヤ）,ラクエンロジック,
鬼道丸（キドウマル）,ラクエンロジック,
鳴神（ナルカミ）,ラクエンロジック,
玉風（タマカゼ）,ラクエンロジック,
アテナ（Athena）,ラクエンロジック,
ヴィーナス（Venus）,ラクエンロジック,
ヴァルキリー（Valkyrie）,ラクエンロジック,
アルテミス（Artemis）,ラクエンロジック,
ネメシス（Nemesis）,ラクエンロジック,
ケツァルコアトル（Quetzalcoatl）,ラクエンロジック,
ルシフェル（Lucifer）,ラクエンロジック,
ベル,ラクエンロジック,
アモル,ラクエンロジック,
ミカエル,ラクエンロジック,
ウェスタ,ラクエンロジック,
トール,ラクエンロジック,
ブリュンヒルデ,ラクエンロジック,
アストライアー,ラクエンロジック,
タナトス,ラクエンロジック,
ステュクス,ラクエンロジック,
ヒュプノス,ラクエンロジック,
キュア・メディスン119（Cure）,ラクエンロジック,
シグマ・ブラスター010（Sigma）,ラクエンロジック,
エメラダ・シンフォニー076（Emerada）,ラクエンロジック,
ソルト・ヒューマノイド236（Salt）,ラクエンロジック,
アリオール・ラプトレス015（Aryol）,ラクエンロジック,
ラルフェ・インセクト012（Larva）,ラクエンロジック,
ティーブ・ゴラン45（Teeb）,ラクエンロジック,
シュガー・ディーバロイド741（Sugar）,ラクエンロジック,
ルカ・キャンドル237（Luca）,ラクエンロジック,
アルヴ・レイザード000（Arve）,ラクエンロジック,
ピノ・プレート964（Pino）,ラクエンロジック,
メガル・ポリスロイド461（Megaru）,ラクエンロジック,
セレン・リサーチャー013,ラクエンロジック,
ドレッド・デストラクト001,ラクエンロジック,
ヤルノ 現乃（- うつつの）,ラクエンロジック,
ゼラ・ガリバーストーン,ラクエンロジック,
ピエリ 早乙女（- さおとめ）,ラクエンロジック,
クラウ・ボー,ラクエンロジック,
フェリオ,ラクエンロジック,
サカイ,ラクエンロジック,
ゴルドフ,ラクエンロジック,
キタオカ,ラクエンロジック,
ミキ・シノブ,ラクエンロジック,
アッシュ・パクストン（Ash Paxton,ラクエンロジック,
オルロフ・ツングースカ,ラクエンロジック,
ホンコン支局長,ラクエンロジック,
アーロン・ラウ,ラクエンロジック,
神楽 静葉（かぐら しずは）,ラクエンロジック,
藤崎 梨乃（ふじさき りの）,ラクエンロジック,
学園長,ラクエンロジック,
天原 梢（あまはら こずえ）,ラクエンロジック,
剣 しおり（つるぎ - ）,ラクエンロジック,
剣 廉太郎（つるぎ れんたろう）,ラクエンロジック,
スコラファンスキー・エリストラートヴァ,ラクエンロジック,
リニャーニャ,ラクエンロジック,
氷雪のベルヴァ（ひょうせつ -、Belva）,ラクエンロジック,
銀月のヴォルグ（ぎんげつ -）,ラクエンロジック,
無限のゴイア（むげん -）,ラクエンロジック,
隼速のファル（しゅんそく -）,ラクエンロジック,
豪傑のグリズ（ごうけつ -）,ラクエンロジック,
群闘のザイル（ぐんとう -）,ラクエンロジック,
冥府のオーゾ（めいふ -）,ラクエンロジック,
ガドロン,ラクエンロジック,
イヌの使者（名称不明）,ラクエンロジック,
ゼウス,ラクエンロジック,
バッカス,ラクエンロジック,
ベリアル,ラクエンロジック,
ザントマン,ラクエンロジック,
インキュバス,ラクエンロジック,
サキュバス,ラクエンロジック,
アスタロト、ベルゼバブ、ルサールカ,ラクエンロジック,
人形遣いの魔神（名称不明）,ラクエンロジック,
エンリル,ラクエンロジック,
鎧の使者,ラクエンロジック,
クモの使者,ラクエンロジック,
ニーナと交戦した使者,ラクエンロジック,
須木菜乃花 あど（すきなのか -）,ラクエンロジック,
深井 ろんり（ふかい -）,ラクエンロジック,
園咲 うんね（そのさき -）,ラクエンロジック,
エンドーさん,ラクエンロジック,
露竺堵 らいぶ（ろじくど -）,ラクエンロジック,
道楽 多幸,ラクエンロジック,
月島 唯（つきしま ゆい）,落語天女おゆい,40
飛鳥山 雅（あすかやま みやび）,落語天女おゆい,
谷中 妙（やなか たえ）,落語天女おゆい,
小石川 鈴（こいしかわ すず）,落語天女おゆい,
千石 涼（せんごく りょう）,落語天女おゆい,
内藤 晶（ないとう あきら）,落語天女おゆい,
三遊亭 圓朝（さんゆうてい えんちょう）,落語天女おゆい,
平賀 源内（ひらが げんない）,落語天女おゆい,
土方 歳三（ひじかた としぞう）,落語天女おゆい,
ポン太,落語天女おゆい,
桂 歌丸（かつら うたまる）,落語天女おゆい,
三遊亭 小遊三（さんゆうてい こゆうざ）,落語天女おゆい,
葛西 哲治（かさい てつはる）,落語天女おゆい,
お銀（おぎん）,落語天女おゆい,
お久（おひさ）,落語天女おゆい,
お花（おはな）,落語天女おゆい,
お節（おせつ）,落語天女おゆい,
お咲（おさき）,落語天女おゆい,
お夏（おなつ）,落語天女おゆい,
小塚原 左京（こつかはら さきょう）,落語天女おゆい,
小塚原 右京（こつかはら うきょう）,落語天女おゆい,
暗黒龍（あんこくりょう）,落語天女おゆい,
黒鉄 一輝（くろがね いっき）,落第騎士の英雄譚,40
ステラ・ヴァーミリオン,落第騎士の英雄譚,
黒鉄 珠雫（くろがね しずく）,落第騎士の英雄譚,
有栖院 凪（ありすいん なぎ）,落第騎士の英雄譚,
綾辻 絢瀬（あやつじ あやせ）,落第騎士の英雄譚,
日下部 加々美（くさかべ かがみ）,落第騎士の英雄譚,
桐原 静矢（きりはら しずや）,落第騎士の英雄譚,
東堂 刀華（とうどう とうか）,落第騎士の英雄譚,
御祓 泡沫（みそぎ うたかた）,落第騎士の英雄譚,
貴徳原 カナタ（とうとくばら かなた）,落第騎士の英雄譚,
兎丸 恋々（とまる れんれん）,落第騎士の英雄譚,
砕城 雷（さいじょう いかづち）,落第騎士の英雄譚,
新宮寺 黒乃（しんぐうじ くろの）,落第騎士の英雄譚,
西京 寧音（さいきょう ねね）,落第騎士の英雄譚,
折木 有里（おれき ゆうり）,落第騎士の英雄譚,
南郷 寅次郎（なんごう とらじろう）,落第騎士の英雄譚,
真鍋（まなべ）,落第騎士の英雄譚,
月夜見 半月（つきよみ はんげつ）、三日月（みかづき）、満月（まんげつ）,落第騎士の英雄譚,
桃谷（ももたに）,落第騎士の英雄譚,
大日向 瑞樹（おおひなた みずき）,落第騎士の英雄譚,
葉暮 桔梗（はぐれ ききょう）、牡丹（ぼたん）,落第騎士の英雄譚,
倉敷 蔵人（くらしき くらうど）,落第騎士の英雄譚,
諸星 雄大（もろぼし ゆうだい）,落第騎士の英雄譚,
城ヶ崎 白夜（じょうがさき びゃくや）,落第騎士の英雄譚,
浅木 椛（あさぎ もみじ）,落第騎士の英雄譚,
薬師 キリコ（やくし-）,落第騎士の英雄譚,
加我 恋司（かが れんじ）,落第騎士の英雄譚,
鶴屋 美琴（つるや みこと）,落第騎士の英雄譚,
黒鉄 王馬（くろがね おうま）,落第騎士の英雄譚,
紫乃宮 天音（しのみや あまね）,落第騎士の英雄譚,
サラ・ブラッドリリー,落第騎士の英雄譚,
多々良 幽衣（たたら ゆい）,落第騎士の英雄譚,
風祭 凛奈（かざまつり りんな）,落第騎士の英雄譚,
スフィンクス,落第騎士の英雄譚,
シャルロット・コルデー,落第騎士の英雄譚,
平賀 玲泉（ひらが れいせん）,落第騎士の英雄譚,
ビショウ,落第騎士の英雄譚,
ヤキン,落第騎士の英雄譚,
ヴァレンシュタイン,落第騎士の英雄譚,
オル＝ゴール,落第騎士の英雄譚,
殺人戯曲（グラン・ギ・ニョル）,落第騎士の英雄譚,
死霊遊戯（ダンスマカブル）,落第騎士の英雄譚,
ナジーム・アル・サーレム,落第騎士の英雄譚,
アイン,落第騎士の英雄譚,
B. B,落第騎士の英雄譚,
黒鉄 龍馬（くろがね りょうま）,落第騎士の英雄譚,
黒鉄 厳（くろがね いつき）,落第騎士の英雄譚,
赤座 守（あかざ まもる）,落第騎士の英雄譚,
シリウス・ヴァーミリオン,落第騎士の英雄譚,
綾辻 海斗（あやつじ かいと）,落第騎士の英雄譚,
月影 獏牙（つきかげ ばくが）,落第騎士の英雄譚,
ユーリ,落第騎士の英雄譚,
エーデルワイス,落第騎士の英雄譚,
諸星 小梅（もろぼし こうめ）,落第騎士の英雄譚,
海江田 勇蔵（かいえだ ゆうぞう）,落第騎士の英雄譚,
牟呂都（むろと）,落第騎士の英雄譚,
飯田（いいだ）,落第騎士の英雄譚,
アストレア・ヴァーミリオン,落第騎士の英雄譚,
ルナアイズ・ヴァーミリオン,落第騎士の英雄譚,
ダニエル・ダンダリオン,落第騎士の英雄譚,
アイリス・アスカリッド,落第騎士の英雄譚,
ヨハン・クリストフ・コールブランド,落第騎士の英雄譚,
フー・シャオリー,落第騎士の英雄譚,
シモーヌ・ロラン,ラ・セーヌの星,40
ロベール・ド・フォルジュ,ラ・セーヌの星,
ダントン,ラ・セーヌの星,
マリー・アントワネット,ラ・セーヌの星,
ルイ16世,ラ・セーヌの星,
オルレアン,ラ・セーヌの星,
マリー・テレーズ,ラ・セーヌの星,
ルイ・シャルル,ラ・セーヌの星,
ロートリンゲン公フランツ1世,ラ・セーヌの星,
ド・フォルジュ,ラ・セーヌの星,
ド・モラール,ラ・セーヌの星,
オッセン,ラ・セーヌの星,
カトリーヌ夫人,ラ・セーヌの星,
ハンス・カウニッツ,ラ・セーヌの星,
ミシェル,ラ・セーヌの星,
クロジェール,ラ・セーヌの星,
マリアンヌ・ド・ブリッソー,ラ・セーヌの星,
ブリッソー,ラ・セーヌの星,
グラーツ,ラ・セーヌの星,
リアンクール（en）,ラ・セーヌの星,
フェルゼン,ラ・セーヌの星,
ザラール,ラ・セーヌの星,
ミラン,ラ・セーヌの星,
サン・ジュスト,ラ・セーヌの星,
エベール,ラ・セーヌの星,
シモン（en）,ラ・セーヌの星,
ポール・ロラン,ラ・セーヌの星,
リリアン・ロラン,ラ・セーヌの星,
シュロ,ラ・セーヌの星,
ブリエル,ラ・セーヌの星,
ローベ,ラ・セーヌの星,
ガロ,ラ・セーヌの星,
ガルソン,ラ・セーヌの星,
ジルバン,ラ・セーヌの星,
ギボン,ラ・セーヌの星,
アルビー,ラ・セーヌの星,
小泉リサ（こいずみ リサ）,ラブ★コン,40
大谷敦士（おおたに あつし）,ラブ★コン,
石原信子（いしはら のぶこ）,ラブ★コン,
中尾平吉（なかお へいきち）,ラブ★コン,
田中千春（たなか ちはる）,ラブ★コン,
鈴木涼二（すずき りょうじ）,ラブ★コン,
深川遥（ふかがわ はるか）,ラブ★コン,
寿聖子郎（ことぶき せいしろう）,ラブ★コン,
神崎真由（かんざき まゆ）,ラブ★コン,
舞竹国海（まいたけ くにうみ）,ラブ★コン,
舞竹百合（まいたけ ゆり）,ラブ★コン,
吉岡美々（よしおか みみ）,ラブ★コン,
小堀和希（こほり かずき）,ラブ★コン,
松原さん（まつばらさん）,ラブ★コン,
細川弱男（ほそかわ よわお）,ラブ★コン,
海坊主（うみぼうず）,ラブ★コン,
海坊主嫁（うみぼうずよめ）,ラブ★コン,
中野清司（なかの きよじ）,ラブ★コン,
小泉隆人（こいずみ たかと）,ラブ★コン,
リサのじいちゃん,ラブ★コン,
大谷瞳（おおたに ひとみ）,ラブ★コン,
愛（あい）,ラブ★コン,
安倍（あべ）,ラブ★コン,
吉井（よしい）,ラブ★コン,
あけちん,ラブ★コン,
塩崎（しおざき）,ラブ★コン,
浦島 景太郎（うらしま けいたろう）,ラブひな,40
成瀬川 なる（なるせがわ なる）,ラブひな,
前原 しのぶ（まえはら しのぶ）,ラブひな,
青山 素子（あおやま もとこ）,ラブひな,
カオラ・スゥ (Kaolla Su),ラブひな,
紺野 みつね（こんの みつね）,ラブひな,
浦島 はるか（うらしま はるか）,ラブひな,
乙姫 むつみ（おとひめ むつみ）,ラブひな,
浦島 可奈子（うらしま かなこ）,ラブひな,
真枝 絵馬（まえだ えま）,ラブひな,
瀬田 記康（せた のりやす）,ラブひな,
灰谷 真之（はいたに まさゆき）,ラブひな,
白井 功明（しらい きみあき）,ラブひな,
ニャモ・ナーモ (Nyamo Namo),ラブひな,
青山 鶴子（あおやま つるこ）,ラブひな,
浦島 ひなた（うらしま ひなた）,ラブひな,
乙姫 なつみ（おとひめ なつみ）,ラブひな,
温泉たまご（おんせんたまご）,ラブひな,
クロ,ラブひな,
疾風（はやて）,ラブひな,
烈風（れっぷう）,ラブひな,
レオン,ラブひな,
デカたま,ラブひな,
カメ集団（かめしゅうだん）,ラブひな,
砂漠の主（さばくのぬし）,ラブひな,
成瀬川 メイ（なるせがわ メイ）,ラブひな,
坂田 健太朗（さかた けんたろう）,ラブひな,
アマラ・スゥ,ラブひな,
ランバ・ルゥ,ラブひな,
前原 康治（まえはら こうじ）,ラブひな,
太地 亜紀子（たいち あきこ）,ラブひな,
松本 幸代（まつもと さちよ）,ラブひな,
市川 えみ（いちかわ えみ）,ラブひな,
尾上 菊子（おのえ きくこ）,ラブひな,
萌（もえ）,ラブひな,
浦島 景介（うらしま けいすけ）,ラブひな,
浦島 陽子（うらしま ようこ）,ラブひな,
赤松先生（あかまつ せんせい）,ラブひな,
藤沢 みづほ（ふじさわ みづほ）,ラブひな,
高坂 穂乃果（こうさか ほのか）,ラブライブ!,40
絢瀬 絵里（あやせ えり）,ラブライブ!,
南 ことり（みなみ ことり）,ラブライブ!,
園田 海未（そのだ うみ）,ラブライブ!,
星空 凛（ほしぞら りん）,ラブライブ!,
西木野 真姫（にしきの まき）,ラブライブ!,
東條 希（とうじょう のぞみ）,ラブライブ!,
小泉 花陽（こいずみ はなよ）,ラブライブ!,
矢澤 にこ（やざわ にこ）,ラブライブ!,
ことりの母 / 理事長,ラブライブ!,
山田 博子（やまだ ひろこ）,ラブライブ!,
女性教師（名前不明）,ラブライブ!,
ヒデコ、フミコ、ミカ,ラブライブ!,
アルパカ,ラブライブ!,
綺羅 ツバサ（きら ツバサ）,ラブライブ!,
統堂 英玲奈（とうどう えれな）,ラブライブ!,
優木 あんじゅ（ゆうき あんじゅ）,ラブライブ!,
生徒会長（名前不明）,ラブライブ!,
高坂 雪穂（こうさか ゆきほ）,ラブライブ!,
穂乃果の母,ラブライブ!,
穂乃果の父,ラブライブ!,
真姫の母,ラブライブ!,
真姫の父,ラブライブ!,
絢瀬 亜里沙（あやせ ありさ）,ラブライブ!,
絵里の両親,ラブライブ!,
にこの母,ラブライブ!,
矢澤 こころ（やざわ こころ）,ラブライブ!,
矢澤 ここあ（やざわ ここあ）,ラブライブ!,
矢澤 虎太郎（やざわ こたろう）,ラブライブ!,
海未の母、花陽の母、凛の母,ラブライブ!,
アキバレポーター,ラブライブ!,
女性シンガー,ラブライブ!,
高海 千歌（たかみ ちか）,ラブライブ!サンシャイン!!,40
桜内 梨子（さくらうち りこ）,ラブライブ!サンシャイン!!,
松浦 果南（まつうら かなん）,ラブライブ!サンシャイン!!,
黒澤 ダイヤ（くろさわ だいや）,ラブライブ!サンシャイン!!,
渡辺 曜（わたなべ よう）,ラブライブ!サンシャイン!!,
津島 善子（つしま よしこ）,ラブライブ!サンシャイン!!,
国木田 花丸（くにきだ はなまる）,ラブライブ!サンシャイン!!,
小原 鞠莉（おはら まり）,ラブライブ!サンシャイン!!,
黒澤 ルビィ（くろさわ るびぃ）,ラブライブ!サンシャイン!!,
よしみ、いつき、むつ,ラブライブ!サンシャイン!!,
鹿角 聖良（かづの せいら）,ラブライブ!サンシャイン!!,
鹿角 理亞（かづの りあ）,ラブライブ!サンシャイン!!,
渡辺 月（わたなべ つき）,ラブライブ!サンシャイン!!,
女子生徒,ラブライブ!サンシャイン!!,
鞠莉の母,ラブライブ!サンシャイン!!,
鞠莉の父,ラブライブ!サンシャイン!!,
倉橋 莉子（くらはし りこ）,恋愛ラボ,40
乙女リコ,恋愛ラボ,
真木 夏緒（まき なつお）,恋愛ラボ,
マキマキオ,恋愛ラボ,
棚橋 鈴音（たなはし すずね）,恋愛ラボ,
榎本 結子（えのもと ゆいこ）,恋愛ラボ,
水嶋 沙依理（みずしま さより）,恋愛ラボ,
凪野 智史（なぎの さとし）,恋愛ラボ,
池澤 雅臣（いけざわ まさおみ）,恋愛ラボ,
戸田 悠（とだ はるか）,恋愛ラボ,
工藤 智也（くどう ともや）,恋愛ラボ,
南 桃香（みなみ ももか）,恋愛ラボ,
市川 奈々（いちかわ なな）,恋愛ラボ,
桐山 美花（きりやま みか）,恋愛ラボ,
園部 陽菜子（そのべ ひなこ）,恋愛ラボ,
スズのクラスメイト,恋愛ラボ,
棚橋 裕也（たなはし ゆうや）,恋愛ラボ,
牧野 紘佳（まきの ひろか） / 棚橋 紘佳（たなはし ひろか）,恋愛ラボ,
麦田 美苑（むぎた みその）、米原 梨絵（よねはら りえ）,恋愛ラボ,
倉橋 蓮太郎（くらはし れんたろう）,恋愛ラボ,
倉橋 由美子（くらはし ゆみこ）,恋愛ラボ,
リコの父,恋愛ラボ,
真木 正信（まき まさのぶ）,恋愛ラボ,
真木 夏帆（まき なつほ）,恋愛ラボ,
エノの兄,恋愛ラボ,
リコの祖父,恋愛ラボ,
スズの母,恋愛ラボ,
山崎 佑（やまざき ゆう）,恋愛ラボ,
立花（たちばな）,恋愛ラボ,
杉原 雅（すぎはら みやび）,恋愛ラボ,
坂上（さかがみ）,恋愛ラボ,
桂木（かつらぎ）,恋愛ラボ,
吉田 佳恵（よしだ よしえ）,恋愛ラボ,
天ヶ崎 春香（あまがさき はるか）,恋愛ラボ,
ダッキー,恋愛ラボ,
入君 辰巳（いりきみ たつみ）,恋愛ラボ,
モブ男子,恋愛ラボ,
モブ女子,恋愛ラボ,
新入生モブ,恋愛ラボ,
生徒会特別放送のモブ,恋愛ラボ,
廊下のモブ,恋愛ラボ,
相談者,恋愛ラボ,
らんぽう,らんぽう,40
むつみ,らんぽう,
チュー太郎,らんぽう,
カラ太郎,らんぽう,
角丸 ひろし,らんぽう,
岩崎 ひろみ,らんぽう,
早乙女,らんぽう,
湯川,らんぽう,
徳川右左ェ門,らんぽう,
岩崎 かおり,らんぽう,
丘 ひろみ,らんぽう,
しじみ,らんぽう,
みゆき,らんぽう,
みゆきの弟,らんぽう,
ラン青柳,らんぽう,
ゴルゴ（ネコ）、ヒマ犬、他多数,らんぽう,
補佐望（ほさもち）,らんぽう,
魔人マタタビラー,らんぽう,
松本精腸,らんぽう,
ハルク,らんぽう,
ワッペン,らんぽう,
青葉 ハナ,らんぽう,
伊集院 まりも,らんぽう,
囲屋嵐（いやらし）,らんぽう,
俵 俊彦（たわら としひこ）,らんぽう,
姫川 真一（ひめかわ しんいち）,らんぽう,
安藤とおる、三宅さん,らんぽう,
鬼瓦 まお（おにがわら まお）,陸上防衛隊まおちゃん,40
築島 みそら（つきしま みそら）,陸上防衛隊まおちゃん,
丸山 シルヴィア（まるやま シルヴィア）,陸上防衛隊まおちゃん,
三島 かごめ（みしま かごめ）,陸上防衛隊まおちゃん,
