キャラクター,タイトル,
若松龍（わかまつ りゅう）,タイガーマスクW,
ドラゴンヤング,タイガーマスクW,
永田裕志（ながた ゆうじ）,タイガーマスクW,
真壁刀義（まかべ とうぎ）,タイガーマスクW,
本間朋晃（ほんま ともあき）,タイガーマスクW,
石井智宏（いしい ともひろ）,タイガーマスクW,
YOSHI-HASHI,タイガーマスクW,
ケニー・オメガ( Kenny Omega ),タイガーマスクW,
タマ・トンガ ( Tama Tonga )、バッドラック・ファレ ( Bad Luck Fale ),タイガーマスクW,
内藤哲也（ないとう てつや）,タイガーマスクW,
EVIL,タイガーマスクW,
矢野通（やの とおる）,タイガーマスクW,
外道（げどう）,タイガーマスクW,
飯伏幸太（いぶし こうた）,タイガーマスクW,
尾崎仁彦（おざき きみひこ）,タイガーマスクW,
ミスX（ミスエックス）,タイガーマスクW,
Xウーマン,タイガーマスクW,
レディ,タイガーマスクW,
ミスターX（ミスターエックス）,タイガーマスクW,
ザ・サード ( The Third ),タイガーマスクW,
イエローデビル ( Yellowdevil ),タイガーマスクW,
イエローデビル（覆面ワールドトーナメント以降）,タイガーマスクW,
キングタイガー ( King Tiger ),タイガーマスクW,
タイガー・ザ・セカンド,タイガーマスクW,
タイガー・ザ・ブラック,タイガーマスクW,
ケビン・アンダーソン ( Kevin Anderson ),タイガーマスクW,
ワーグナー,タイガーマスクW,
ミラクル2 ( Miracle Two ),タイガーマスクW,
オーディン ( Odin ),タイガーマスクW,
ブラック・パイソン ( Black Python ),タイガーマスクW,
レッドデスマスク ( Red Death Mask ),タイガーマスクW,
ビリーザキッドマン ( Billy The Kidman ),タイガーマスクW,
ビッグフット ( Bigfoot ),タイガーマスクW,
エル・カラカス,タイガーマスクW,
ユニバーサルマスク ( Universal Mask ),タイガーマスクW,
マイク・ロドリゲス ( Mike Rodriguez ),タイガーマスクW,
ミラクルズ ( MIRACLES ),タイガーマスクW,
ミラクル1 ( Miracle One ),タイガーマスクW,
ミラクル3 ( Miracle Three ),タイガーマスクW,
ミラクル4 ( Miracle Four ),タイガーマスクW,
ボスマン ( Bosman ),タイガーマスクW,
ドッグ ( Dog )、ブル ( Bull ),タイガーマスクW,
ボビー・ニュートン、アレク・マイヤー,タイガーマスクW,
コックス ( Cox )、ファントム ( Phantom ),タイガーマスクW,
米国アナウンサー,タイガーマスクW,
レフリー（米国）,タイガーマスクW,
オコーナー,タイガーマスクW,
クイーン・エリザベス ( Queen Elizabeth )、ペイン・フォックス ( Paine Fox ),タイガーマスクW,
ミルク ( Milk )、ミント ( Mint ),タイガーマスクW,
マザーデビル,タイガーマスクW,
ふくわらマスク,タイガーマスクW,
三笠海王（みかさ かいおう）,タイガーマスクW,
ポセイドン,タイガーマスクW,
ミスター？（ミスタークエスチョン）,タイガーマスクW,
ゴリラージェットシン ( Gorilla Jeet Singh ),タイガーマスクW,
ザ・サボテン ( The Saboten ),タイガーマスクW,
マミー ( Mammy ),タイガーマスクW,
バイパー高城（ - たかぎ）,タイガーマスクW,
うなぎマスク,タイガーマスクW,
伊達直人（だて なおと） / タイガーマスク（初代）,タイガーマスクW,
タイガー・ザ・グレート ( Tiger The Great ),タイガーマスクW,
来間ヒカリ（くるま ヒカリ）,タイガーマスクW,
実況アナウンサー,タイガーマスクW,
生ハムと焼うどん,タイガーマスクW,
琉那,タイガーマスクW,
エヴァンス ( Evance ),タイガーマスクW,
キャスリン,タイガーマスクW,
半田一誠（はんだ いっせい）,タイガーマスクW,
嵐高徳（あらし ごうとく）,タイガーマスクW,
ミスター・ノオ,タイガーマスクW,
エジプトミイラ,タイガーマスクW,
キングサタン,タイガーマスクW,
ゴールデンスター,タイガーマスクW,
ストロング・レッド,タイガーマスクW,
グレート・ワカ,タイガーマスクW,
スタン・ショック,タイガーマスクW,
キラー・ハン,タイガーマスクW,
タイガーマスク関連,タイガーマスクW,
虎の遺産（とらのいさん）,タイガーマスクW,
男の根性（おとこのこんじょう）,タイガーマスクW,
黄色い悪魔（きいろいあくま）,タイガーマスクW,
ナオトのバイク,タイガーマスクW,
ロシモフ,タイガーマスクW,
虎の穴・GWM関連,タイガーマスクW,
虎の処刑（とらのしょけい）,タイガーマスクW,
ヘル・イン・ザ・ホール,タイガーマスクW,
ブラックアウト,タイガーマスクW,
MAXドーム（マックスドーム）,タイガーマスクW,
興行関連,タイガーマスクW,
覆面ワールドトーナメント（ふくめんワールドトーナメント）,タイガーマスクW,
ウォーゲーム,タイガーマスクW,
ファイナル・ウォーズ,タイガーマスクW,
必殺技関連,タイガーマスクW,
必殺技（ひっさつわざ）,タイガーマスクW,
猛虎重爆（もうこじゅうばく）,タイガーマスクW,
タイガーファング,タイガーマスクW,
サクリファイス,タイガーマスクW,
クロスボウ,タイガーマスクW,
裏技（うらわざ）,タイガーマスクW,
平成の墨田川決戦（へいせいのすみだがわけっせん）,タイガーマスクW,
炎の槍特訓（ほのおのやりとっくん）,タイガーマスクW,
ツワブキ・サンシロー,大空魔竜ガイキング,15
大文字博士,大空魔竜ガイキング,
フジヤマ・ミドリ,大空魔竜ガイキング,
ピート・リチャードソン,大空魔竜ガイキング,
サコン・ゲン,大空魔竜ガイキング,
ヤマガタケ,大空魔竜ガイキング,
ファン・リー,大空魔竜ガイキング,
ハヤミ・ブンタ,大空魔竜ガイキング,
ハチロー,大空魔竜ガイキング,
ダリウス大帝,大空魔竜ガイキング,
デスモント将軍（東の王）,大空魔竜ガイキング,
アシモフ将軍（西の王）,大空魔竜ガイキング,
ダンケル博士（南の王）,大空魔竜ガイキング,
キラー将軍（北の王）,大空魔竜ガイキング,
デスクロス騎士,大空魔竜ガイキング,
暗黒騎士,大空魔竜ガイキング,
暗黒鳥人,大空魔竜ガイキング,
ラーサ,大空魔竜ガイキング,
ローザ,大空魔竜ガイキング,
ゲルバー,大空魔竜ガイキング,
リーザ,大空魔竜ガイキング,
ドンゲル,大空魔竜ガイキング,
ライダー,大空魔竜ガイキング,
マドマッド,大空魔竜ガイキング,
ガイラ,大空魔竜ガイキング,
ユンカー,大空魔竜ガイキング,
サン博士,大空魔竜ガイキング,
ヘレン、ジョージ、カレン,大空魔竜ガイキング,
ベム,大空魔竜ガイキング,
プロメス,大空魔竜ガイキング,
エリカ,大空魔竜ガイキング,
ヘスラー,大空魔竜ガイキング,
ウミボーズン,大空魔竜ガイキング,
ミルン,大空魔竜ガイキング,
モール,大空魔竜ガイキング,
スネイカー,大空魔竜ガイキング,
博士,大空魔竜ガイキング,
古賀博士,大空魔竜ガイキング,
名村,大空魔竜ガイキング,
ポール,大空魔竜ガイキング,
ダナオン,大空魔竜ガイキング,
ペーラ,大空魔竜ガイキング,
カイン,大空魔竜ガイキング,
ポー,大空魔竜ガイキング,
ワイルダー,大空魔竜ガイキング,
大西,大空魔竜ガイキング,
ユカ,大空魔竜ガイキング,
呪術師,大空魔竜ガイキング,
チャン・メイ,大空魔竜ガイキング,
エメルダ,大空魔竜ガイキング,
ジミー,大空魔竜ガイキング,
カレン,大空魔竜ガイキング,
大空魔竜,大空魔竜ガイキング,
ガイキング,大空魔竜ガイキング,
キラーバイト,大空魔竜ガイキング,
デスパーサイト,大空魔竜ガイキング,
パライザー,大空魔竜ガイキング,
カウンターパンチ,大空魔竜ガイキング,
ハンドミサイル,大空魔竜ガイキング,
カウンタークロス,大空魔竜ガイキング,
バックシュレッダー,大空魔竜ガイキング,
ザウルガイザー,大空魔竜ガイキング,
ハイドロブレイザー,大空魔竜ガイキング,
ミラクルドリル,大空魔竜ガイキング,
強化ガイキング（フェイス・オープン）,大空魔竜ガイキング,
アブショックライト,大空魔竜ガイキング,
ガイキングミサイル,大空魔竜ガイキング,
デスアイ,大空魔竜ガイキング,
デスファイヤー,大空魔竜ガイキング,
スカイラー,大空魔竜ガイキング,
ネッサー,大空魔竜ガイキング,
バゾラー,大空魔竜ガイキング,
暗黒怪獣,大空魔竜ガイキング,
グロテクター,大空魔竜ガイキング,
鈴川 小梅（すずかわ こうめ）,大正野球娘。,15
小笠原 晶子（おがさわら あきこ）,大正野球娘。,
宗谷 雪（そうや ゆき）,大正野球娘。,
石垣 環（いしがき たまき）,大正野球娘。,
川島 乃枝（かわしま のえ）,大正野球娘。,
月映 巴（つくばえ ともえ）,大正野球娘。,
月映 静（つくばえ しずか）,大正野球娘。,
桜見 鏡子（さくらみ きょうこ）,大正野球娘。,
菊坂 胡蝶（きくさか こちょう）,大正野球娘。,
アンナ・カートランド,大正野球娘。,
尾張 記子（おわり のりこ）,大正野球娘。,
バーバラ・マクレガー,大正野球娘。,
大口 恭子（おおぐち きょうこ）,大正野球娘。,
紀谷 三郎（きたに さぶろう）,大正野球娘。,
鈴川 洋一郎（すずかわ よういちろう）,大正野球娘。,
鈴川 八重（すずかわ やえ）,大正野球娘。,
小倉 矢八郎（おぐら やはちろう）,大正野球娘。,
岩崎 荘介（いわさき そうすけ）,大正野球娘。,
高原 伴睦（たかはら ばんぼく）,大正野球娘。,
柳 一馬（やなぎ かずま）,大正野球娘。,
北見 弘一（きたみ こういち）,大正野球娘。,
偏奇館先生（へんきかんせんせい）,大正野球娘。,
アジュマーン・タイタニア,タイタニア,15
アリアバート・タイタニア,タイタニア,
ジュスラン・タイタニア,タイタニア,
ザーリッシュ・タイタニア,タイタニア,
イドリス・タイタニア,タイタニア,
エストラード・タイタニア,タイタニア,
バルアミー・タイタニア,タイタニア,
ラドモーズ・タイタニア,タイタニア,
ゼルファ・タイタニア,タイタニア,
テリーザ・タイタニア,タイタニア,
アルセス・タイタニア,タイタニア,
フランシア,タイタニア,
テオドーラ・タイタニア,タイタニア,
エルマン・タイタニア,タイタニア,
リディア,タイタニア,
ハルシャ六世,タイタニア,
ハルシャ五世,タイタニア,
アイーシャ,タイタニア,
サロモン,タイタニア,
ザグデン,タイタニア,
ヘラウァー,タイタニア,
ヌニエス,タイタニア,
ボルドレーン,タイタニア,
パウルセン,タイタニア,
グラニート,タイタニア,
カイツ,タイタニア,
エドナ・フレデリックス,タイタニア,
ノスティッツ,タイタニア,
オブノール,タイタニア,
ドナルド・ファラー,タイタニア,
ドナルド・ファラーの秘書,タイタニア,
ファン・ヒューリック,タイタニア,
リー・ツァンチェン,タイタニア,
リーの部下,タイタニア,
ミランダ・カジミール,タイタニア,
アラン・マフディー,タイタニア,
ミハエル・ワレンコフ,タイタニア,
ルイ・エドモン・パジェス,タイタニア,
コンプトン・カジミール,タイタニア,
ロドリゲス,タイタニア,
リラ・フローレンツ,タイタニア,
フロリモンド・デ・ボーア,タイタニア,
イブン・カシム,タイタニア,
セラフィン・クーパース,タイタニア,
エウリヤ市長,タイタニア,
コンノート,タイタニア,
ハーフェズ,タイタニア,
サラーム・アムゼカール,タイタニア,
トゥルビル,タイタニア,
イルク,タイタニア,
コルヴィン,タイタニア,
ベルティエ,タイタニア,
モロー,タイタニア,
カイル,タイタニア,
ワイズ,タイタニア,
エルウィン・ライザー,タイタニア,
ソニア,タイタニア,
マッケンゼン,タイタニア,
ヘンリック,タイタニア,
トスカーニ,タイタニア,
バレンティ,タイタニア,
ドールマン,タイタニア,
老執事,タイタニア,
ラティーシャ,タイタニア,
カレン,タイタニア,
エルベルト・カナック,タイタニア,
ベアナックル、ホークアイ,タイタニア,
乳母,タイタニア,
ロメル,タイタニア,
ベルトラン,タイタニア,
ルドルフ,タイタニア,
レン,タイタニア,
筧 京太郎（かけい きょうたろう）,大図書館の羊飼い,15
白崎 つぐみ（しらさき つぐみ）,大図書館の羊飼い,
桜庭 玉藻（さくらば たまも）,大図書館の羊飼い,
御園 千莉（みその せんり）,大図書館の羊飼い,
鈴木 佳奈（すずき かな）,大図書館の羊飼い,
小太刀 凪（こだち なぎ）,大図書館の羊飼い,
一之江 金魚（いちのえ きんぎょ）,大図書館の羊飼い,
高峰 一景（たかみね いっけい）,大図書館の羊飼い,
望月 真帆（もちづき まほ）,大図書館の羊飼い,
芹沢 水結（せりざわ みゆ）,大図書館の羊飼い,
嬉野 紗弓実（うれしの さゆみ）,大図書館の羊飼い,
多岐川 葵（たきがわ あおい）,大図書館の羊飼い,
白崎 さより（しらさき -）,大図書館の羊飼い,
ナナイ,大図書館の羊飼い,
儀左右衛門（ぎざえもん）,大図書館の羊飼い,
羊飼い（ひつじかい）,大図書館の羊飼い,
桐島 慶（きりしま けい）,大図書館の羊飼い,
土岐 のぞみ（とき のぞみ）,大図書館の羊飼い,
藤宮 朔夜（ふじみや さくや）,大図書館の羊飼い,
キール,タイドライン・ブルー,15
ティーン・グールド,タイドライン・ブルー,
イスラ,タイドライン・ブルー,
マユゲ,タイドライン・ブルー,
アオイ,タイドライン・ブルー,
グールド,タイドライン・ブルー,
ジョゼ,タイドライン・ブルー,
里山一馬,タイドライン・ブルー,
ブランタイル,タイドライン・ブルー,
クラン,タイドライン・ブルー,
サンジュン,タイドライン・ブルー,
劉虔,タイドライン・ブルー,
キング,タイドライン・ブルー,
チェンレーシ,タイドライン・ブルー,
船長,タイドライン・ブルー,
アンジー,タイドライン・ブルー,
サンシャイン,タイドライン・ブルー,
エマ,タイドライン・ブルー,
KC,タイドライン・ブルー,
ユリシーズ,タイドライン・ブルー,
ルーパー,タイドライン・ブルー,
てしお,タイドライン・ブルー,
トンデケマン,たいむとらぶるトンデケマン!,15
はやと,たいむとらぶるトンデケマン!,
ゆみ,たいむとらぶるトンデケマン!,
ダンダーン,たいむとらぶるトンデケマン!,
アラジン,たいむとらぶるトンデケマン!,
シャララ姫,たいむとらぶるトンデケマン!,
ドラムスコ,たいむとらぶるトンデケマン!,
アブドーラ,たいむとらぶるトンデケマン!,
ランプの精,たいむとらぶるトンデケマン!,
レオナルド博士,たいむとらぶるトンデケマン!,
オラトル,たいむとらぶるトンデケマン!,
丹平（たんぺい）,タイムボカン,15
淳子（じゅんこ）,タイムボカン,
チョロ坊（チョロぼう）,タイムボカン,
木江田博士（きえたはかせ）,タイムボカン,
ペラ助（ペラすけ）,タイムボカン,
オタケさん,タイムボカン,
マージョ,タイムボカン,
グロッキー,タイムボカン,
ワルサー,タイムボカン,
タイムボカン（タイムメカブトン／タイムドタバッタン／タイムクワガッタン）,タイムボカン,
タイムメカブトン（タイムボカンI）,タイムボカン,
タイムドタバッタン（タイムボカンII）,タイムボカン,
タイムクワガッタン（タイムボカンIII）,タイムボカン,
タイムガイコッツ,タイムボカン,
メカニマル,タイムボカン,
ドクロファンファーレ,タイムボカン,
鉄ちゃん（てっちゃん） / ゼンダマン1号,ゼンダマン,15
さくらちゃん / ゼンダマン2号,ゼンダマン,
アマッタン,ゼンダマン,
紋者博士（もんじゃはかせ）,ゼンダマン,
ムージョ,ゼンダマン,
トボッケー,ゼンダマン,
ドンジューロー,ゼンダマン,
ニャラボルタ,ゼンダマン,
ゼンダライオン,ゼンダマン,
システムメカ,ゼンダマン,
ゼンダモグラ,ゼンダマン,
ゼンダビーバー,ゼンダマン,
ゼンダシロクマ,ゼンダマン,
ゼンダゴリラ,ゼンダマン,
ゼンダコトラ,ゼンダマン,
ゼンダワン,ゼンダマン,
ゼンダマン基地,ゼンダマン,
シャレコウベメカ,ゼンダマン,
アクダマンメカ,ゼンダマン,
サイバンマシーン（おしおきマシーン・裁判メカとの表記もある）,ゼンダマン,
おだてブタ,ゼンダマン,
オシイ星人,ゼンダマン,
はげましカラス,ゼンダマン,
コーラスガラス,ゼンダマン,
ワンスモアガラス,ゼンダマン,
お答えガラス,ゼンダマン,
ドッチデモイーゾー,ゼンダマン,
星野 光（ほしの ひかる） / オタスケマン1号,タイムパトロール隊オタスケマン,15
三日月 ナナ（みかづき ナナ） / オタスケマン2号,タイムパトロール隊オタスケマン,
ヒネボット,タイムパトロール隊オタスケマン,
アターシャ,タイムパトロール隊オタスケマン,
セコビッチ,タイムパトロール隊オタスケマン,
ドワルスキー,タイムパトロール隊オタスケマン,
ゲキガスキー,タイムパトロール隊オタスケマン,
東南長官,タイムパトロール隊オタスケマン,
大貫係官,タイムパトロール隊オタスケマン,
ドクター笹ヤブ,タイムパトロール隊オタスケマン,
宮本体育部長,タイムパトロール隊オタスケマン,
トンマノマント,タイムパトロール隊オタスケマン,
トミー教官,タイムパトロール隊オタスケマン,
オタスケサンデー号,タイムパトロール隊オタスケマン,
サンデースター（劇中未呼称）,タイムパトロール隊オタスケマン,
オタスケタヌキ,タイムパトロール隊オタスケマン,
オタスケサイ,タイムパトロール隊オタスケマン,
オタスケアシカ,タイムパトロール隊オタスケマン,
オタスケウータン,タイムパトロール隊オタスケマン,
オタスケキンタ,タイムパトロール隊オタスケマン,
オタスケガエル,タイムパトロール隊オタスケマン,
アンドロメダマ号,タイムパトロール隊オタスケマン,
現地移動用メカ（劇中では名称は明かされなかった）,タイムパトロール隊オタスケマン,
顔メカ,タイムパトロール隊オタスケマン,
アニマル合体メカ,タイムパトロール隊オタスケマン,
巨大海洋生物メカ,タイムパトロール隊オタスケマン,
世界の珍獣メカ,タイムパトロール隊オタスケマン,
今週の山場,タイムパトロール隊オタスケマン,
コンピューターママ,タイムパトロール隊オタスケマン,
オーケストラメカ,タイムパトロール隊オタスケマン,
オハヤシ星人,タイムパトロール隊オタスケマン,
ウーナンギ,タイムパトロール隊オタスケマン,
ウソカワウソ,タイムパトロール隊オタスケマン,
お笑いカラス,タイムパトロール隊オタスケマン,
アンパイヤーメカ,タイムパトロール隊オタスケマン,
カッパ型のコックピットメカ,タイムパトロール隊オタスケマン,
夫婦おだてブタ,タイムパトロール隊オタスケマン,
ソーダチョウ,タイムパトロール隊オタスケマン,
ドージョ,タイムパトロール隊オタスケマン,
タイム司令本部,タイムパトロール隊オタスケマン,
ペリカン号,タイムパトロール隊オタスケマン,
ゴングメカ,タイムパトロール隊オタスケマン,
猿メカ,タイムパトロール隊オタスケマン,
旧式メカ,タイムパトロール隊オタスケマン,
ストーリー,タイムパトロール隊オタスケマン,
時 ワタル（とき ワタル）,ヤットデタマン,15
ヤットデタマン,ヤットデタマン,
姫栗 コヨミ（ひめくり コヨミ）,ヤットデタマン,
カレン姫（カレンひめ）,ヤットデタマン,
ダイゴロン,ヤットデタマン,
遠山 金五郎（とおやま きんごろう）,ヤットデタマン,
ミレンジョ姫（ミレンジョひめ）,ヤットデタマン,
ジュリー・コケマツ,ヤットデタマン,
アラン・スカドン,ヤットデタマン,
ドンファンファン伯爵（ドンファンファンはくしゃく）,ヤットデタマン,
コマロ王子（コマロおうじ）,ヤットデタマン,
ささやきレポーター,ヤットデタマン,
小山カメラマン,ヤットデタマン,
ダーラ仙人,ヤットデタマン,
ジュジャク,ヤットデタマン,
大巨神（だいきょじん）,ヤットデタマン,
巨神号（きょじんごう）,ヤットデタマン,
大天馬（だいてんば）,ヤットデタマン,
大馬神（だいばじん）,ヤットデタマン,
大馬神殿（だいばしんでん）,ヤットデタマン,
タイムカーゴ,ヤットデタマン,
タイムハヤウマ,ヤットデタマン,
ジュジャクピューター,ヤットデタマン,
タイムラクーダ,ヤットデタマン,
タイムナガモチ,ヤットデタマン,
タイムローバ,ヤットデタマン,
スポーツメカ,ヤットデタマン,
世界の偉人メカ,ヤットデタマン,
誰でも知ってるお話メカ,ヤットデタマン,
世界の伝説怪獣メカ,ヤットデタマン,
オロカブ,ヤットデタマン,
ドレミファおたま,ヤットデタマン,
ドレミファガエル,ヤットデタマン,
ドレミファおブタ,ヤットデタマン,
ドレミファおクチ,ヤットデタマン,
ドレミファツクシ,ヤットデタマン,
ドレミファコーラス隊,ヤットデタマン,
デルデルボーズ,ヤットデタマン,
ブタ,ヤットデタマン,
イメージソング,ヤットデタマン,
豪 速九（ごう そっきゅう）,逆転イッパツマン,15
イッパツマン,逆転イッパツマン,
放夢 ラン（ほうむ ラン）,逆転イッパツマン,
ハル坊（ハルぼう）,逆転イッパツマン,
星 ハルカ（ほし ハルカ）,逆転イッパツマン,
ヒゲノ 濃造（ヒゲノ こいぞう）,逆転イッパツマン,
丸尾さん（まるおさん）,逆転イッパツマン,
つきだでたお,逆転イッパツマン,
大河原営業部員,逆転イッパツマン,
ムンムン,逆転イッパツマン,
コスイネン,逆転イッパツマン,
キョカンチン,逆転イッパツマン,
千波（ちなみ）,逆転イッパツマン,
ピーコ,逆転イッパツマン,
セーコ,逆転イッパツマン,
OLさん,逆転イッパツマン,
熟年さん（じゅくねんさん）,逆転イッパツマン,
ヤング,逆転イッパツマン,
窓際さん（まどぎわさん）,逆転イッパツマン,
オトシマさん,逆転イッパツマン,
守衛,逆転イッパツマン,
東北 アンナ（とうほく アンナ）,逆転イッパツマン,
ソーリャ,逆転イッパツマン,
コーリャ,逆転イッパツマン,
隠 球四郎（かくれ たましろう）,逆転イッパツマン,
スパイ000,逆転イッパツマン,
コン・コルドー,逆転イッパツマン,
ミンミン,逆転イッパツマン,
今井 市郎（いまい いちろう）,逆転イッパツマン,
ささやきレポーター,逆転イッパツマン,
小山カメラマン,逆転イッパツマン,
オタスケマン,逆転イッパツマン,
